ID,Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,RUL
28,143,0.0009,0.0,100.0,518.67,642.78,1594.91,1411.7,14.62,21.61,553.1,2388.13,9064.06,1.3,47.72,521.35,2388.12,8143.32,8.4578,0.03,394,2388,100.0,38.74,23.2369,57
28,144,-0.0,-0.0002,100.0,518.67,642.85,1586.92,1416.6,14.62,21.61,553.14,2388.12,9058.74,1.3,47.29,521.5,2388.09,8148.81,8.4751,0.03,393,2388,100.0,38.82,23.295,56
28,145,0.0005,-0.0004,100.0,518.67,643.24,1588.74,1402.13,14.62,21.61,552.99,2388.14,9068.53,1.3,47.58,521.01,2388.07,8148.55,8.424,0.03,393,2388,100.0,38.67,23.2539,55
28,146,0.0005,-0.0001,100.0,518.67,642.97,1594.34,1409.73,14.62,21.61,552.75,2388.14,9074.22,1.3,47.63,521.63,2388.14,8142.37,8.4767,0.03,393,2388,100.0,38.6,23.3824,54
28,147,0.0008,0.0004,100.0,518.67,642.79,1589.58,1410.96,14.62,21.61,553.02,2388.16,9061.44,1.3,47.71,521.04,2388.13,8145.11,8.4323,0.03,394,2388,100.0,38.8,23.2432,53
28,148,0.0036,-0.0002,100.0,518.67,642.73,1597.53,1418.11,14.62,21.61,552.44,2388.14,9065.87,1.3,47.69,520.56,2388.12,8140.3,8.4289,0.03,394,2388,100.0,38.8,23.2919,52
28,149,0.0013,0.0003,100.0,518.67,642.83,1588.88,1412.32,14.62,21.61,552.64,2388.09,9056.42,1.3,47.63,521.36,2388.1,8146.32,8.4544,0.03,394,2388,100.0,38.67,23.2208,51
28,150,-0.0018,0.0001,100.0,518.67,642.31,1593.17,1411.59,14.62,21.61,552.69,2388.07,9062.12,1.3,47.78,520.85,2388.16,8136.76,8.4467,0.03,394,2388,100.0,38.69,23.2092,50
28,151,-0.0002,-0.0005,100.0,518.67,642.86,1592.35,1413.22,14.62,21.61,552.71,2388.08,9072.49,1.3,47.61,521.28,2388.14,8139.71,8.4692,0.03,392,2388,100.0,38.78,23.3441,49
28,152,-0.0001,-0.0003,100.0,518.67,642.7,1591.61,1419.42,14.62,21.61,553.18,2388.14,9070.68,1.3,47.77,521.35,2388.15,8143.06,8.4425,0.03,394,2388,100.0,38.88,23.3409,48
28,153,-0.0007,-0.0,100.0,518.67,643.32,1594.81,1412.97,14.62,21.61,553.24,2388.19,9069.72,1.3,47.47,520.88,2388.16,8145.8,8.4405,0.03,394,2388,100.0,38.68,23.2155,47
28,154,-0.0032,0.0003,100.0,518.67,642.86,1592.05,1405.13,14.62,21.61,552.61,2388.13,9063.14,1.3,47.83,521.14,2388.13,8146.53,8.4526,0.03,394,2388,100.0,38.81,23.1963,46
28,155,-0.0005,-0.0001,100.0,518.67,642.9,1594.51,1410.45,14.62,21.61,552.84,2388.09,9062.7,1.3,47.62,520.45,2388.1,8136.79,8.4413,0.03,396,2388,100.0,38.74,23.1848,45
28,156,-0.0022,-0.0004,100.0,518.67,642.52,1599.94,1414.87,14.62,21.61,552.62,2388.11,9062.45,1.3,47.69,521.03,2388.12,8144.96,8.4804,0.03,395,2388,100.0,38.72,23.2971,44
28,157,0.0002,-0.0005,100.0,518.67,642.96,1589.61,1410.52,14.62,21.61,552.68,2388.17,9067.21,1.3,47.73,521.17,2388.18,8139.95,8.4491,0.03,393,2388,100.0,38.48,23.3441,43
28,158,-0.0019,-0.0004,100.0,518.67,642.61,1588.47,1414.54,14.62,21.61,552.97,2388.13,9063.54,1.3,47.7,520.82,2388.1,8147.12,8.4361,0.03,393,2388,100.0,38.89,23.1395,42
28,159,-0.0021,-0.0001,100.0,518.67,643.47,1591.19,1411.71,14.62,21.61,552.65,2388.12,9061.52,1.3,47.67,521.05,2388.1,8143.64,8.4503,0.03,395,2388,100.0,38.79,23.1585,41
28,160,-0.0001,0.0003,100.0,518.67,643.59,1598.88,1411.93,14.62,21.61,552.75,2388.14,9061.03,1.3,47.54,520.55,2388.13,8141.09,8.4968,0.03,392,2388,100.0,38.72,23.2818,40
28,161,0.0017,0.0004,100.0,518.67,643.3,1604.9,1418.8,14.62,21.61,552.96,2388.15,9072.39,1.3,47.72,521.17,2388.15,8142.94,8.4185,0.03,393,2388,100.0,38.69,23.3023,39
28,162,-0.0011,0.0004,100.0,518.67,642.85,1597.4,1412.1,14.62,21.61,552.53,2388.11,9065.69,1.3,47.7,521.24,2388.19,8142.61,8.4573,0.03,395,2388,100.0,38.78,23.1081,38
28,163,0.0004,-0.0004,100.0,518.67,642.66,1598.43,1414.72,14.62,21.61,552.64,2388.14,9065.28,1.3,47.64,520.75,2388.16,8135.85,8.4584,0.03,395,2388,100.0,38.59,23.1489,37
28,164,0.0002,0.0004,100.0,518.67,642.98,1591.97,1419.8,14.62,21.61,552.47,2388.15,9068.59,1.3,47.77,520.53,2388.17,8141.28,8.405,0.03,395,2388,100.0,38.87,23.312,36
28,165,-0.0013,0.0003,100.0,518.67,642.61,1588.86,1423.17,14.62,21.61,552.29,2388.21,9062.36,1.3,47.88,520.74,2388.16,8137.03,8.4795,0.03,394,2388,100.0,38.75,23.1876,35
28,166,0.0021,0.0004,100.0,518.67,643.26,1593.09,1416.84,14.62,21.61,553.3,2388.15,9061.4,1.3,47.82,520.61,2388.15,8134.44,8.5008,0.03,396,2388,100.0,38.54,23.1533,34
28,167,-0.0012,-0.0002,100.0,518.67,643.03,1594.88,1416.69,14.62,21.61,552.6,2388.17,9067.74,1.3,47.71,520.58,2388.16,8144.54,8.4868,0.03,395,2388,100.0,38.85,23.2265,33
28,168,0.0005,0.0003,100.0,518.67,642.93,1596.3,1414.39,14.62,21.61,552.32,2388.17,9061.91,1.3,47.86,520.82,2388.17,8144.94,8.4959,0.03,394,2388,100.0,38.61,23.2018,32
28,169,-0.0014,-0.0004,100.0,518.67,643.46,1596.76,1423.98,14.62,21.61,551.94,2388.12,9060.33,1.3,47.64,520.56,2388.19,8145.27,8.5033,0.03,395,2388,100.0,38.78,23.2124,31
28,170,0.0011,0.0003,100.0,518.67,642.85,1593.88,1419.1,14.62,21.61,553.23,2388.09,9068.11,1.3,47.83,520.63,2388.21,8144.7,8.4933,0.03,395,2388,100.0,38.73,23.2241,30
28,171,0.0013,-0.0005,100.0,518.67,643.4,1592.98,1418.06,14.62,21.61,552.18,2388.18,9063.51,1.3,47.81,521.19,2388.14,8139.16,8.4584,0.03,393,2388,100.0,38.42,23.1631,29
28,172,0.0036,-0.0004,100.0,518.67,642.51,1596.9,1417.26,14.62,21.61,552.75,2388.16,9062.2,1.3,47.69,519.94,2388.22,8142.4,8.4838,0.03,394,2388,100.0,38.68,23.1403,28
28,173,0.0029,0.0003,100.0,518.67,642.52,1593.39,1426.83,14.62,21.61,552.41,2388.11,9053.6,1.3,47.95,520.65,2388.18,8136.41,8.4488,0.03,395,2388,100.0,38.66,23.1788,27
28,174,0.0009,-0.0003,100.0,518.67,643.4,1592.25,1413.76,14.62,21.61,552.28,2388.12,9067.57,1.3,47.89,520.07,2388.16,8144.77,8.4893,0.03,395,2388,100.0,38.48,23.2321,26
28,175,0.0021,0.0001,100.0,518.67,643.2,1595.04,1423.55,14.62,21.61,551.97,2388.22,9065.16,1.3,47.68,520.35,2388.21,8134.46,8.4618,0.03,394,2388,100.0,38.52,23.1941,25
28,176,-0.0047,-0.0002,100.0,518.67,643.04,1590.98,1419.53,14.62,21.61,552.69,2388.24,9064.07,1.3,47.68,520.28,2388.16,8138.67,8.4436,0.03,395,2388,100.0,38.69,23.2748,24
28,177,0.0048,-0.0004,100.0,518.67,643.54,1597.11,1419.66,14.62,21.61,552.59,2388.16,9068.13,1.3,47.94,521.08,2388.18,8135.96,8.5165,0.03,396,2388,100.0,38.76,23.1742,23
28,178,0.0004,-0.0,100.0,518.67,643.62,1590.84,1425.0,14.62,21.61,551.88,2388.2,9057.95,1.3,47.88,520.56,2388.24,8137.13,8.4916,0.03,395,2388,100.0,38.77,23.1265,22
28,179,-0.0026,0.0003,100.0,518.67,642.68,1590.16,1424.42,14.62,21.61,552.04,2388.2,9068.14,1.3,47.77,520.85,2388.25,8140.98,8.4724,0.03,394,2388,100.0,38.57,23.0966,21
28,180,0.0012,-0.0004,100.0,518.67,643.26,1596.84,1420.46,14.62,21.61,552.55,2388.21,9072.82,1.3,47.81,519.97,2388.21,8137.31,8.5003,0.03,394,2388,100.0,38.48,23.1554,20
28,181,0.0007,-0.0004,100.0,518.67,642.91,1602.6,1420.35,14.62,21.61,552.91,2388.2,9065.63,1.3,47.97,520.16,2388.22,8134.04,8.4822,0.03,397,2388,100.0,38.8,23.0095,19
28,182,-0.0008,-0.0005,100.0,518.67,643.25,1596.5,1426.95,14.62,21.61,552.05,2388.19,9061.67,1.3,47.9,520.82,2388.17,8141.41,8.5052,0.03,394,2388,100.0,38.4,23.0913,18
28,183,0.0008,0.0003,100.0,518.67,643.18,1596.35,1422.89,14.62,21.61,551.68,2388.2,9067.38,1.3,47.94,520.55,2388.17,8136.34,8.4746,0.03,395,2388,100.0,38.47,23.1732,17
28,184,-0.0006,-0.0004,100.0,518.67,643.78,1597.6,1426.45,14.62,21.61,552.21,2388.16,9065.81,1.3,48.08,519.31,2388.2,8139.61,8.4956,0.03,394,2388,100.0,38.54,23.2164,16
28,185,0.0003,-0.0002,100.0,518.67,643.36,1600.58,1421.45,14.62,21.61,551.68,2388.18,9065.62,1.3,47.94,520.11,2388.19,8141.91,8.4927,0.03,396,2388,100.0,38.69,23.1433,15
28,186,0.0005,0.0001,100.0,518.67,643.11,1600.51,1426.09,14.62,21.61,551.52,2388.19,9061.34,1.3,47.9,520.38,2388.26,8140.61,8.5099,0.03,397,2388,100.0,38.65,23.171,14
28,187,-0.0069,0.0004,100.0,518.67,643.45,1596.12,1419.41,14.62,21.61,552.24,2388.21,9065.0,1.3,47.93,519.98,2388.2,8137.77,8.4679,0.03,395,2388,100.0,38.59,23.175,13
28,188,0.0001,-0.0004,100.0,518.67,644.24,1595.22,1422.13,14.62,21.61,551.4,2388.2,9071.35,1.3,47.96,519.94,2388.22,8140.54,8.5137,0.03,395,2388,100.0,38.52,23.2027,12
28,189,-0.001,-0.0002,100.0,518.67,643.04,1596.14,1426.38,14.62,21.61,552.27,2388.23,9059.19,1.3,48.07,520.41,2388.24,8139.02,8.484,0.03,394,2388,100.0,38.38,23.175,11
28,190,0.0011,0.0,100.0,518.67,643.41,1602.59,1426.85,14.62,21.61,551.74,2388.23,9055.63,1.3,47.93,519.87,2388.23,8139.77,8.487,0.03,396,2388,100.0,38.49,23.1304,10
28,191,-0.0001,0.0004,100.0,518.67,643.16,1596.13,1420.37,14.62,21.61,552.12,2388.24,9075.41,1.3,48.02,519.64,2388.19,8139.81,8.4958,0.03,396,2388,100.0,38.47,23.0661,9
28,192,-0.003,-0.0003,100.0,518.67,643.54,1595.83,1417.93,14.62,21.61,552.11,2388.2,9072.47,1.3,47.98,520.01,2388.21,8135.03,8.5093,0.03,396,2388,100.0,38.4,23.1252,8
28,193,-0.0002,-0.0002,100.0,518.67,643.93,1600.5,1425.06,14.62,21.61,551.82,2388.24,9068.19,1.3,48.24,519.97,2388.19,8137.7,8.4998,0.03,396,2388,100.0,38.36,22.9691,7
28,194,0.0017,-0.0005,100.0,518.67,643.28,1599.3,1425.28,14.62,21.61,551.59,2388.27,9069.76,1.3,48.2,520.14,2388.25,8135.04,8.4725,0.03,394,2388,100.0,38.45,22.9964,6
28,195,-0.002,-0.0001,100.0,518.67,643.76,1597.62,1419.41,14.62,21.61,552.0,2388.23,9064.3,1.3,48.06,519.92,2388.19,8138.89,8.5227,0.03,396,2388,100.0,38.4,23.1954,5
28,196,0.0006,0.0004,100.0,518.67,643.63,1604.77,1429.09,14.62,21.61,551.46,2388.3,9066.57,1.3,48.11,519.19,2388.25,8136.56,8.4872,0.03,397,2388,100.0,38.48,23.1101,4
28,197,0.0028,0.0001,100.0,518.67,643.37,1609.61,1426.69,14.62,21.61,550.84,2388.27,9066.67,1.3,48.11,520.18,2388.27,8140.49,8.5191,0.03,395,2388,100.0,38.69,23.1128,3
28,198,-0.001,0.0,100.0,518.67,643.41,1598.16,1416.61,14.62,21.61,551.55,2388.25,9061.24,1.3,48.05,519.84,2388.26,8133.21,8.514,0.03,396,2388,100.0,38.56,23.2008,2
28,199,0.0003,-0.0005,100.0,518.67,643.44,1598.19,1421.11,14.62,21.61,551.78,2388.28,9064.12,1.3,48.07,519.73,2388.25,8142.11,8.4896,0.03,397,2388,100.0,38.43,23.0936,1
28,200,-0.0043,-0.0001,100.0,518.67,643.06,1601.06,1425.89,14.62,21.61,551.63,2388.23,9065.28,1.3,48.17,519.35,2388.24,8134.3,8.4979,0.03,396,2388,100.0,38.44,23.0279,0
29,1,-0.0012,-0.0002,100.0,518.67,642.55,1587.28,1404.27,14.62,21.61,553.66,2388.07,9062.49,1.3,47.26,521.71,2388.04,8142.78,8.4184,0.03,393,2388,100.0,38.79,23.3196,222
29,2,-0.0007,-0.0005,100.0,518.67,643.01,1592.16,1412.52,14.62,21.61,554.31,2388.06,9063.88,1.3,47.3,522.24,2388.05,8143.15,8.431,0.03,389,2388,100.0,38.88,23.3988,221
29,3,-0.0016,-0.0003,100.0,518.67,642.54,1593.18,1408.55,14.62,21.61,553.7,2388.06,9059.02,1.3,47.21,521.44,2388.05,8142.32,8.4105,0.03,392,2388,100.0,38.94,23.3445,220
29,4,0.0,-0.0003,100.0,518.67,642.6,1585.53,1406.32,14.62,21.61,553.43,2388.08,9067.18,1.3,47.53,522.02,2388.02,8147.18,8.4173,0.03,392,2388,100.0,38.98,23.3758,219
29,5,0.0004,0.0,100.0,518.67,642.57,1587.63,1403.98,14.62,21.61,553.77,2388.03,9063.18,1.3,47.39,522.12,2388.04,8140.72,8.4076,0.03,392,2388,100.0,38.86,23.4415,218
29,6,0.0021,-0.0003,100.0,518.67,642.63,1587.37,1400.69,14.62,21.61,554.64,2388.04,9064.37,1.3,47.4,521.94,2388.04,8152.34,8.4043,0.03,395,2388,100.0,38.92,23.2536,217
29,7,0.0004,-0.0002,100.0,518.67,642.48,1590.08,1403.68,14.62,21.61,554.47,2388.08,9062.66,1.3,47.38,521.97,2388.07,8144.38,8.447,0.03,393,2388,100.0,38.7,23.4905,216
29,8,0.0018,0.0003,100.0,518.67,642.4,1585.96,1406.16,14.62,21.61,554.36,2388.04,9066.41,1.3,47.25,522.35,2388.04,8143.88,8.4549,0.03,393,2388,100.0,39.03,23.3007,215
29,9,0.0002,0.0003,100.0,518.67,642.94,1583.02,1399.76,14.62,21.61,553.96,2388.04,9069.72,1.3,47.43,522.02,2388.07,8144.88,8.4206,0.03,393,2388,100.0,38.86,23.3237,214
29,10,0.0031,0.0001,100.0,518.67,642.04,1576.39,1402.95,14.62,21.61,554.37,2388.1,9060.06,1.3,47.42,522.32,2388.07,8145.79,8.3868,0.03,392,2388,100.0,39.03,23.2686,213
29,11,0.0005,-0.0004,100.0,518.67,641.79,1588.95,1396.05,14.62,21.61,553.78,2388.06,9070.35,1.3,47.35,522.28,2388.0,8141.22,8.3947,0.03,391,2388,100.0,39.0,23.249,212
29,12,-0.0012,0.0003,100.0,518.67,642.66,1582.61,1404.59,14.62,21.61,553.73,2388.12,9064.43,1.3,47.45,521.98,2388.07,8140.11,8.4135,0.03,392,2388,100.0,38.96,23.3226,211
29,13,0.0053,0.0003,100.0,518.67,642.74,1590.98,1408.92,14.62,21.61,554.31,2388.07,9059.78,1.3,47.44,521.79,2388.07,8146.3,8.4377,0.03,392,2388,100.0,38.92,23.3079,210
29,14,0.0018,0.0002,100.0,518.67,642.31,1587.94,1401.77,14.62,21.61,553.95,2388.02,9054.99,1.3,47.51,522.15,2388.05,8139.45,8.4155,0.03,392,2388,100.0,38.95,23.3353,209
29,15,0.0046,-0.0004,100.0,518.67,642.25,1589.54,1402.86,14.62,21.61,554.11,2388.02,9062.59,1.3,47.28,522.42,2388.03,8144.86,8.4035,0.03,392,2388,100.0,38.69,23.3599,208
29,16,0.0008,0.0003,100.0,518.67,642.33,1585.91,1409.53,14.62,21.61,553.98,2388.01,9064.89,1.3,47.21,521.99,2388.1,8141.46,8.4297,0.03,393,2388,100.0,38.91,23.3466,207
29,17,0.0024,-0.0001,100.0,518.67,642.4,1589.67,1403.12,14.62,21.61,554.64,2388.06,9070.92,1.3,47.27,522.11,2388.07,8143.46,8.3879,0.03,392,2388,100.0,38.95,23.4833,206
29,18,0.0023,-0.0004,100.0,518.67,642.42,1585.68,1403.48,14.62,21.61,554.54,2388.05,9065.43,1.3,47.32,521.7,2388.03,8139.42,8.4339,0.03,393,2388,100.0,39.01,23.3305,205
29,19,0.0018,0.0004,100.0,518.67,642.2,1588.08,1407.54,14.62,21.6,553.74,2388.02,9057.62,1.3,47.58,521.54,2388.08,8144.18,8.4062,0.03,395,2388,100.0,38.89,23.2728,204
29,20,0.0034,0.0005,100.0,518.67,642.53,1585.76,1401.39,14.62,21.61,553.34,2388.02,9065.21,1.3,47.23,522.39,2388.06,8146.16,8.413,0.03,393,2388,100.0,38.82,23.3374,203
29,21,-0.0014,-0.0001,100.0,518.67,642.4,1586.52,1394.09,14.62,21.61,554.23,2388.0,9065.98,1.3,47.46,521.35,2388.02,8144.41,8.4413,0.03,391,2388,100.0,38.87,23.3273,202
29,22,-0.0044,-0.0004,100.0,518.67,642.92,1582.51,1411.13,14.62,21.61,554.17,2388.06,9060.67,1.3,47.44,521.82,2388.06,8142.67,8.4157,0.03,392,2388,100.0,38.83,23.4255,201
29,23,-0.0009,0.0004,100.0,518.67,642.31,1588.81,1403.09,14.62,21.61,553.5,2388.08,9056.59,1.3,47.32,521.97,2388.08,8144.51,8.4414,0.03,394,2388,100.0,39.07,23.3243,200
29,24,-0.0009,-0.0001,100.0,518.67,643.1,1592.43,1404.81,14.62,21.61,553.63,2387.98,9058.83,1.3,47.17,522.28,2388.07,8144.86,8.4532,0.03,393,2388,100.0,38.89,23.3807,199
29,25,-0.0005,0.0001,100.0,518.67,642.2,1581.18,1403.96,14.62,21.61,554.5,2388.02,9063.5,1.3,47.36,521.19,2388.05,8142.9,8.4193,0.03,391,2388,100.0,39.03,23.3046,198
29,26,-0.0015,0.0003,100.0,518.67,642.62,1590.3,1408.51,14.62,21.61,553.67,2388.03,9062.12,1.3,47.38,521.45,2388.1,8142.44,8.4408,0.03,392,2388,100.0,38.83,23.4617,197
29,27,-0.0032,0.0005,100.0,518.67,642.05,1585.63,1402.96,14.62,21.61,552.94,2388.05,9060.59,1.3,47.57,521.99,2388.06,8144.8,8.3984,0.03,393,2388,100.0,39.14,23.3365,196
29,28,-0.0014,0.0003,100.0,518.67,642.26,1585.24,1408.4,14.62,21.61,554.26,2388.01,9063.6,1.3,47.47,521.96,2388.02,8143.54,8.4075,0.03,394,2388,100.0,38.89,23.3,195
29,29,0.0012,0.0005,100.0,518.67,642.64,1580.89,1402.56,14.62,21.61,552.97,2387.98,9067.99,1.3,47.49,521.66,2388.02,8147.8,8.4441,0.03,392,2388,100.0,38.92,23.411,194
29,30,0.0013,-0.0005,100.0,518.67,642.51,1592.52,1404.19,14.62,21.61,554.64,2388.1,9066.65,1.3,47.27,521.61,2388.07,8142.32,8.4,0.03,394,2388,100.0,38.9,23.2854,193
29,31,0.0001,0.0004,100.0,518.67,642.56,1589.86,1399.38,14.62,21.61,554.59,2388.04,9064.71,1.3,47.17,521.48,2388.03,8146.18,8.4173,0.03,392,2388,100.0,38.94,23.4434,192
29,32,-0.0008,-0.0004,100.0,518.67,642.35,1588.14,1401.46,14.62,21.61,553.46,2388.03,9064.72,1.3,47.32,521.93,2388.02,8147.16,8.4264,0.03,392,2388,100.0,38.86,23.3474,191
29,33,-0.0023,0.0003,100.0,518.67,642.07,1586.99,1397.34,14.62,21.61,553.85,2388.13,9063.01,1.3,47.47,521.82,2388.03,8145.32,8.4131,0.03,393,2388,100.0,39.02,23.3127,190
29,34,0.0035,0.0004,100.0,518.67,642.33,1594.32,1401.67,14.62,21.61,554.57,2388.13,9051.48,1.3,47.41,521.72,2388.09,8142.41,8.4316,0.03,392,2388,100.0,39.05,23.2202,189
29,35,0.0024,0.0005,100.0,518.67,642.54,1582.3,1406.67,14.62,21.61,554.03,2388.09,9066.16,1.3,47.55,522.56,2388.1,8141.65,8.4403,0.03,393,2388,100.0,38.91,23.2883,188
29,36,-0.0015,0.0,100.0,518.67,642.51,1590.96,1402.71,14.62,21.6,552.96,2388.08,9066.43,1.3,47.3,521.31,2388.04,8146.32,8.4176,0.03,391,2388,100.0,38.66,23.4343,187
29,37,-0.0004,0.0005,100.0,518.67,642.29,1580.89,1398.96,14.62,21.61,553.71,2388.04,9066.31,1.3,47.41,521.77,2388.09,8147.26,8.3976,0.03,392,2388,100.0,39.0,23.3271,186
29,38,0.0013,-0.0,100.0,518.67,642.64,1594.1,1398.16,14.62,21.61,553.13,2388.09,9066.45,1.3,47.49,521.31,2388.06,8143.74,8.4024,0.03,393,2388,100.0,39.06,23.2803,185
29,39,0.0012,-0.0002,100.0,518.67,643.38,1582.72,1401.4,14.62,21.61,554.15,2388.03,9061.8,1.3,47.3,521.86,2388.02,8140.18,8.3944,0.03,393,2388,100.0,38.83,23.4192,184
29,40,-0.0021,-0.0001,100.0,518.67,642.08,1596.17,1406.43,14.62,21.61,554.67,2388.1,9061.49,1.3,47.3,521.45,2388.06,8144.88,8.4654,0.03,392,2388,100.0,38.92,23.4177,183
29,41,0.0015,0.0,100.0,518.67,642.53,1588.59,1401.15,14.62,21.61,553.76,2388.01,9066.39,1.3,47.51,521.97,2388.01,8151.44,8.4483,0.03,392,2388,100.0,39.01,23.3233,182
29,42,-0.0036,0.0003,100.0,518.67,642.62,1587.28,1402.24,14.62,21.61,553.39,2388.04,9063.3,1.3,47.39,522.09,2388.04,8146.54,8.4356,0.03,392,2388,100.0,38.71,23.4545,181
29,43,0.0019,-0.0003,100.0,518.67,642.55,1585.42,1406.82,14.62,21.61,553.44,2388.04,9062.12,1.3,47.17,522.43,2388.06,8142.56,8.4466,0.03,392,2388,100.0,38.91,23.3062,180
29,44,0.0,-0.0003,100.0,518.67,642.55,1592.3,1395.92,14.62,21.61,554.56,2388.05,9054.23,1.3,47.33,521.71,2388.05,8136.54,8.4369,0.03,394,2388,100.0,38.95,23.3155,179
29,45,0.0035,-0.0004,100.0,518.67,642.52,1590.23,1402.38,14.62,21.61,553.69,2388.08,9062.65,1.3,47.38,521.79,2388.1,8144.13,8.3993,0.03,390,2388,100.0,39.08,23.3337,178
29,46,0.0008,-0.0005,100.0,518.67,642.31,1580.53,1403.2,14.62,21.61,553.91,2388.03,9065.24,1.3,47.5,521.34,2388.07,8144.54,8.4044,0.03,392,2388,100.0,38.82,23.36,177
29,47,0.0008,-0.0002,100.0,518.67,642.42,1588.84,1398.09,14.62,21.61,554.11,2388.04,9058.17,1.3,47.38,522.53,2388.08,8142.37,8.445,0.03,393,2388,100.0,38.68,23.3536,176
29,48,-0.0013,-0.0003,100.0,518.67,642.51,1597.62,1403.07,14.62,21.61,554.55,2388.05,9065.23,1.3,47.34,521.87,2388.08,8142.71,8.4311,0.03,391,2388,100.0,38.95,23.3746,175
29,49,-0.0045,0.0003,100.0,518.67,642.42,1586.53,1411.44,14.62,21.61,554.51,2388.05,9066.98,1.3,47.45,521.67,2388.05,8153.37,8.4197,0.03,393,2388,100.0,38.93,23.4214,174
29,50,0.0037,-0.0004,100.0,518.67,642.27,1584.19,1411.84,14.62,21.61,554.06,2388.07,9063.6,1.3,47.44,521.61,2388.03,8140.14,8.3812,0.03,393,2388,100.0,38.81,23.3011,173
29,51,0.0009,0.0004,100.0,518.67,641.69,1590.15,1408.1,14.62,21.61,553.37,2388.05,9067.48,1.3,47.21,521.73,2388.08,8150.06,8.4041,0.03,392,2388,100.0,38.95,23.3638,172
29,52,0.0038,-0.0001,100.0,518.67,642.78,1592.04,1398.4,14.62,21.61,553.41,2388.09,9062.36,1.3,47.43,521.72,2388.05,8146.33,8.4551,0.03,392,2388,100.0,38.9,23.4364,171
29,53,-0.0008,0.0003,100.0,518.67,642.9,1586.77,1407.05,14.62,21.61,553.47,2388.06,9065.88,1.3,47.54,521.65,2388.05,8144.89,8.4139,0.03,392,2388,100.0,38.98,23.4071,170
29,54,-0.0011,0.0004,100.0,518.67,642.58,1593.36,1402.75,14.62,21.61,554.44,2388.02,9066.82,1.3,47.58,521.42,2388.09,8138.64,8.4217,0.03,393,2388,100.0,39.09,23.2556,169
29,55,0.0022,-0.0001,100.0,518.67,642.32,1590.36,1401.67,14.62,21.61,553.6,2388.09,9069.41,1.3,47.55,521.94,2388.08,8146.23,8.4151,0.03,393,2388,100.0,38.85,23.3861,168
29,56,0.0009,-0.0,100.0,518.67,642.68,1586.59,1401.69,14.62,21.61,552.73,2388.06,9065.18,1.3,47.1,521.79,2388.06,8152.32,8.4324,0.03,394,2388,100.0,38.91,23.3815,167
29,57,-0.0025,-0.0003,100.0,518.67,642.74,1582.55,1405.57,14.62,21.61,553.18,2387.99,9063.86,1.3,47.34,522.15,2388.04,8144.9,8.4376,0.03,392,2388,100.0,38.81,23.3541,166
29,58,-0.0013,-0.0001,100.0,518.67,642.13,1592.1,1405.91,14.62,21.61,553.38,2388.03,9060.19,1.3,47.4,522.19,2388.07,8145.7,8.4165,0.03,391,2388,100.0,39.08,23.4772,165
29,59,0.0004,0.0002,100.0,518.67,642.44,1584.59,1404.03,14.62,21.61,554.23,2388.06,9060.33,1.3,47.34,521.65,2388.06,8145.36,8.3667,0.03,391,2388,100.0,39.12,23.2957,164
29,60,0.0026,0.0001,100.0,518.67,642.31,1590.59,1410.96,14.62,21.61,553.75,2388.05,9061.36,1.3,47.4,521.85,2387.99,8146.41,8.4079,0.03,391,2388,100.0,38.75,23.4326,163
29,61,0.0009,0.0004,100.0,518.67,642.68,1591.4,1405.0,14.62,21.61,553.7,2388.07,9061.18,1.3,47.58,522.37,2388.04,8140.48,8.4304,0.03,393,2388,100.0,38.87,23.2444,162
29,62,-0.0016,-0.0005,100.0,518.67,642.21,1587.59,1404.13,14.62,21.61,553.57,2388.01,9064.59,1.3,47.32,521.34,2387.97,8142.29,8.4377,0.03,391,2388,100.0,39.0,23.4029,161
29,63,-0.0011,-0.0001,100.0,518.67,642.41,1579.82,1409.06,14.62,21.61,553.97,2388.04,9067.02,1.3,47.41,522.54,2388.03,8141.28,8.4153,0.03,391,2388,100.0,39.09,23.2912,160
29,64,-0.0016,-0.0003,100.0,518.67,641.9,1590.62,1408.4,14.62,21.61,554.06,2388.08,9066.52,1.3,47.59,521.79,2388.07,8149.8,8.4276,0.03,393,2388,100.0,38.76,23.3535,159
29,65,0.0023,0.0002,100.0,518.67,641.83,1584.63,1407.63,14.62,21.61,554.02,2388.08,9068.39,1.3,47.48,521.79,2388.03,8142.27,8.4191,0.03,393,2388,100.0,38.73,23.3266,158
29,66,0.0009,0.0,100.0,518.67,642.75,1588.95,1406.86,14.62,21.61,553.4,2388.11,9055.7,1.3,47.51,521.86,2388.07,8144.59,8.3809,0.03,393,2388,100.0,38.88,23.2812,157
29,67,-0.003,-0.0004,100.0,518.67,642.73,1589.03,1406.24,14.62,21.61,553.78,2388.05,9069.28,1.3,47.14,521.26,2388.03,8145.41,8.417,0.03,392,2388,100.0,38.93,23.3265,156
