,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
1600,120000000,3500,Upper Worli,7,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1601,3300000,620,Morya Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,153600000,3200,worli sea Fase,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1603,10500000,723,Andheri West,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1604,12000000,617,Chembur,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1605,10000000,552,Borivali East,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
1606,15500000,845,Borivali East,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1607,13799999,1137,Kandivali East,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1
1608,19600000,1561,Kandivali West,3,1,1,1,1,0,1,1,0,1,1,1,0,0,1
1609,21000000,784,Kandivali West,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1610,19900000,1550,Kandivali West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1611,4100000,650,Sector 22 Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1612,13500000,1560,Sector 22 Kamothe,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1613,3750000,340,Kandivali East,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1614,5700000,550,Thane West,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1615,7600000,1098,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1616,9200000,1310,Kamothe,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
1617,8000000,1109,Kamothe,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1618,4200000,650,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1619,180000000,2110,Powai,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1620,62500000,1165,Agripada,4,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1621,260000000,5642,Sion,6,0,1,1,1,0,1,0,1,0,1,1,1,1,1
1622,90000000,1396,Kamothe,3,0,1,1,1,1,1,1,0,1,1,1,0,0,1
1623,85000000,1106,Girgaon,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1624,3700000,790,IT Colony,2,0,1,1,1,1,1,1,0,1,1,1,0,0,1
1625,3500000,670,IT Colony,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1626,7200000,699,Bhayandarpada,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1627,9000000,1128,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1628,8500000,1258,Kamothe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1629,9400000,1245,Kamothe Sector 16,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1630,6800000,1101,Kamothe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1631,11200000,1532,Sector-8 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1632,12100000,1515,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1633,9200000,1175,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1634,25500000,3000,Sector-3 Ulwe,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1635,11600000,1585,Sector-3 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1636,9000000,1220,Sector-3 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1637,9000000,1220,Sector 5 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1638,14500000,1655,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1639,8900000,1150,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1640,9500000,1100,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1641,12000000,1600,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1642,4000000,620,Sector-24 Kamothe,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1643,13899999,1690,Sector-8 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1644,9400000,1192,Kamothe Sector 16,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1645,5500000,665,Kamothe,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1646,11000000,1470,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1647,8500000,1040,Sector 17 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1648,32300000,2900,Sector-8 Ulwe,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1649,8900000,1475,Sector 36 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1650,35500000,3400,Phase 2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1651,11000000,1500,Sector 36 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1652,6000000,650,Sector 20 Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1653,7500000,1055,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1654,24500000,2200,Sector 30 Kharghar,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1655,9000000,1129,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1656,5000000,690,Sector12 Kamothe,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1657,25000000,3000,Sector35D Kharghar,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1658,11900000,1585,Sector 6,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1659,9100000,1180,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1660,14500000,1109,vasant vihar thane west,3,0,1,1,1,1,1,0,0,0,1,0,1,0,1
1661,11500000,1065,vasant vihar thane west,2,0,1,1,1,1,1,0,1,0,1,0,1,0,1
1662,18500000,1130,Hiranandani Meadows,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1663,28500000,1735,Central Avenue,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1664,11500000,1065,vasant vihar thane west,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1665,28500000,1495,Hiranandani Meadows,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1666,11000000,650,Malad West,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1667,10000000,650,Malad,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1668,46000000,1174,Tardeo,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1
1669,70000000,1466,Haji Ali,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1
1670,140000000,3168,Tardeo,5,0,1,1,1,1,1,1,1,1,1,0,1,0,1
1671,52500000,946,Mahalaxmi,2,0,1,1,1,1,1,0,0,1,1,0,0,0,1
1672,170000000,2963,Mira Road East,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1673,57000000,1203,Ghatkopar West,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1674,8100000,1250,Sector 19 Kharghar,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1675,4500000,653,mumbai,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1676,7700000,1125,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1677,11200000,1400,Majiwada thane,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1678,8500000,850,Yogi Hills,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1679,4500000,550,Hiranandani Meadows,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1680,18000000,1006,Andheri West,2,1,1,1,1,0,1,1,1,0,0,0,1,1,1
1681,7600000,1127,Kalyan West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
1682,16000000,950,Jogeshwari West,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1683,6500000,500,Sector 19 Nerul,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1684,5100000,427,Owale,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1685,2600000,384,Thane West,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1686,18000000,1050,MG Road,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0
1687,420000000,8511,Worli South Mumbai,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1688,12100000,1525,roadpali navimumbai,3,0,1,1,1,1,1,0,0,0,1,0,0,0,1
1689,8400000,1139,roadpali navimumbai,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1690,8250000,1139,roadpali navimumbai,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1691,5800000,1060,taloja panchanand,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1692,5800000,1025,taloja panchanand,2,0,0,1,1,1,1,0,0,0,1,0,0,0,1
1693,3600000,690,Taloja Bypass Nitalas Link Road,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1694,3500000,670,taloja panchanand,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1695,7053000,1085,Navi Basti,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1696,4713000,725,Navi Basti,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1697,11500000,1450,Mumbai Highway,3,0,1,1,1,1,1,0,0,0,1,0,0,0,0
1698,14800000,1980,Sector 20 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1699,14800000,1985,Sector 20 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1700,16500000,1482,Navi Basti,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1701,2800000,482,Rasayani,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1702,3500000,670,taloja panchanand,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
1703,11500000,1450,Sector 10 Kamothe,3,0,1,1,1,1,1,1,0,1,1,0,1,0,0
1704,4200000,555,Kamothe,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
1705,65000000,1600,Santacruz West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1706,95100000,3500,Santacruz West,5,0,1,1,1,0,1,0,0,0,1,0,1,0,1
1707,65000000,1600,Andheri West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1708,110000000,2590,Andheri West,3,0,1,1,1,0,1,1,1,0,1,0,1,1,1
1709,85000000,3733,Andheri West,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1
1710,30000000,1800,Andheri West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1711,80000000,2000,Juhu,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1712,120000000,2600,Khar West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
1713,70000000,1800,Khar West,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1714,6800000,1065,Kalyan West,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0
1715,7700000,510,Kandivali East,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
1716,8100000,1079,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1717,8700000,1100,kavesar,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1718,4500000,555,Owale,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1719,8000000,1221,Kalamboli,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1720,3850000,650,Roadpali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1721,3900000,380,Kharghar,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
1722,9000000,1171,Kopara,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1723,19000000,1503,Mumbai Highway,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1724,13500000,1415,Kharghar,3,0,1,1,1,0,1,0,0,0,0,0,0,0,1
1725,8400000,776,Sector 20 Kharghar,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1726,13500000,1414,Kharghar,3,0,1,1,1,0,1,0,0,0,1,0,0,0,1
1727,12000000,1302,Sector 11 Kharghar,3,0,1,1,1,0,1,0,0,0,1,0,0,0,1
1728,8500000,966,Sector 19 Kharghar,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1729,20200000,1040,Goregaon East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1730,10200000,585,Malad West,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
1731,8500000,600,Seawoods,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1732,5300000,545,royal palms goregaon east,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1733,7800000,1365,Dronagiri,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0
1734,119900000,3140,Andheri West,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1
1735,4300000,526,Goregaon East,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1
1736,7200000,937,Goregaon East,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1737,4199000,1278,Goregaon East,3,0,1,1,1,1,1,0,0,1,0,0,1,0,0
1738,4500000,693,Mira Road East,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1739,4200000,640,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1740,11500000,1182,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1741,8000000,1000,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1742,16000000,1600,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1743,14500000,1655,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1744,6500000,675,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1745,9500000,1050,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1746,8000000,800,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1747,11000000,1100,mumbai,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1748,9200000,1250,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1749,5200000,590,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1750,6000000,675,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1751,13000000,1200,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1752,10500000,911,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1753,11100000,1117,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1754,12700000,1125,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1755,6000000,560,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1756,5500000,650,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1757,9800000,1090,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1758,10000000,1463,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1759,13000000,1500,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1760,5500000,640,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1761,7200000,860,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1762,15000000,1300,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1763,10500000,1075,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1764,4600000,600,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1765,5500000,450,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1766,5000000,650,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1767,13000000,1300,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1768,8000000,914,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1769,11000000,1100,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1770,3900000,1120,Andheri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1771,21800000,999,Kandivali East,2,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1772,32500000,980,Dadar West,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1773,7575000,550,Pokhran 2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1774,12500000,800,Mulund West,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1775,7800000,545,Thane West,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1776,7500000,600,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1777,7800000,545,vrindavan society,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1778,5700000,670,Kharghar,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1779,10000000,825,Mira Road East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,4600000,715,Ulwe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,6000000,1040,Sector 23 Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,5000000,1000,Panvel,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,16500000,860,Kandivali East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1784,3500000,590,Dombivli (West),2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1785,13500000,995,Thane West,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1786,20000000,1500,CBD Belapur East,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1787,13500000,1200,CBD Belapur East,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1788,19500000,1400,CBD Belapur East,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1789,17000000,670,Parel Village,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1790,39400000,2080,Karave Nagar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1791,7800000,1125,Sector35D Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1792,7800000,600,Sector 19A Nerul,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1793,16000000,650,Antop Hill,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1794,27500000,1250,Antop Hill,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1795,18000000,769,Wadala East Wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1796,21500000,1010,Suman Nagar,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1797,14900000,698,Wadala East Wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1798,20500000,1000,Antop Hill,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1799,26000000,1371,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1800,21000000,1130,Bhakti Park,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1801,12800000,700,Antop Hill,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1802,12000000,700,Antop Hill,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1803,18000000,1060,Wadala East Wadala,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1804,47000000,2600,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1805,14000000,700,Pant Nagar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1806,80000000,2453,Hanuman Chowk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,29000000,1543,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1808,32500000,1250,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1809,21000000,1135,Bhakti Park,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1810,55000000,1557,Lower Parel,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1
1811,20000000,1400,CBD Belapur East,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1812,11500000,960,CBD Belapur East,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1813,11000000,440,Bandra East,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1814,66600000,833,Willingdon,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1815,11000000,1150,Ulwe,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
1816,4000000,625,Sector 18 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1817,6800000,1000,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1818,4900000,620,Sector 21 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1819,59500000,2730,Dahisar,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1820,37000000,1361,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1821,36500000,1250,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1822,28000000,1850,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1823,43000000,1850,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1824,29000000,980,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1825,35000000,873,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1826,26000000,1230,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1827,26000000,1250,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1828,44000000,1721,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1829,11000000,585,VishnuNagar,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1830,4050000,675,Vichumbe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,16500000,1500,Kharghar,3,0,1,1,1,0,1,1,1,0,0,1,0,1,1
1832,13500000,1140,Thane West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1833,9900000,771,Thane West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1834,40000000,2000,Kandivali West,4,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1835,14900000,900,Vashi,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1836,8500000,990,Poonam Sagar Complex,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,45000000,5500,Santacruz East,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1838,60000000,1836,Dadar West,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1839,5600000,1000,Kalyan West,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,14800000,1505,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1841,15400000,1570,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1842,12900000,1311,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1843,12700000,1290,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1844,11500000,1170,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1845,10800000,1102,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1846,9485000,963,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1847,8184999,831,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1848,11900000,1209,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1849,9377000,952,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1850,9958000,1011,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1851,9997000,1015,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1852,11100000,1135,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1853,10400000,1065,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
1854,92400000,3080,Andheri West,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1855,113400000,3780,Andheri West,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1856,139500000,4650,Andheri West,5,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1857,16500000,1465,Thane West,3,0,1,1,1,0,1,0,0,0,0,0,1,0,1
1858,12000000,950,Thane West,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1
1859,2800000,375,Mulund East,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1860,4800000,650,Mira Road East,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1861,18000000,630,Ghatkopar West,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1862,4300000,885,Powai Lake,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1863,7200000,1012,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1864,10000000,1129,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1865,4925000,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1866,7000000,1012,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1867,12200000,1565,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1868,5200000,630,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1869,10400000,1129,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1870,5100000,605,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1871,5000000,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1872,7900000,1000,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1873,9500000,1310,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1874,9500000,1225,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1875,9300000,1310,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1876,12500000,1540,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1877,12400000,1565,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1878,9800000,1225,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1879,4800000,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1880,4950000,635,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1881,5300000,650,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1882,23000000,1680,Sector-8 Sanpada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1883,32500000,2415,Sector-9 Ghansoli,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1884,14800000,1245,Airoli,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1885,3600000,600,Balkum,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1886,7000000,840,Hiranandani Estates,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1887,5898000,600,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1888,10800000,1209,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1889,9600000,1100,kavesar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1890,6498999,730,kavesar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1891,9497000,1200,kavesar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1892,6497000,600,Vartak Nagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1893,7998000,990,Vartak Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1894,9496000,1100,Thane West,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
