Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
2000-02-29,1.2,9.0,7.0,0.25,0.35,,-8.333333333
2000-02-29,1.2,,7.8,0.37,0.37,14.0,14.44444444
2000-02-29,0.9,,7.9,0.85,0.85,16.0,15.55555556
2000-02-29,0.0,6.9,7.0,0.9,0.95,14.0,16.66666667
2000-02-29,1.5,5.0,8.1,0.9,1.1,15.0,14.44444444
2000-03-13,1.0,,8.6,0.7,0.83,14.0,7.222222222
2000-03-13,0.0,,8.4,0.85,0.95,14.0,7.222222222
2000-03-13,1.5,10.0,7.8,0.3,0.3,12.5,8.888888889
2000-03-13,1.0,,7.5,0.85,0.88,14.0,8.888888889
2000-03-13,1.5,9.75,8.6,0.45,0.5,12.0,7.222222222
2000-04-03,0.0,7.4,8.6,1.1,1.35,20.0,-17.77777778
2000-04-03,1.5,,7.0,0.35,0.35,21.0,-17.77777778
2000-04-03,1.0,,8.4,0.7,0.9,21.0,-17.77777778
2000-04-03,1.5,7.6,9.1,0.3,0.7,18.0,-17.77777778
2000-04-03,1.0,,7.0,0.55,1.05,19.0,-17.77777778
2000-05-01,0.0,,7.6,1.1,1.6,19.5,23.88888889
2000-05-01,0.5,3.6,7.1,0.9,1.0,23.0,23.88888889
2000-05-01,1.0,3.5,7.5,0.15,0.15,25.5,23.88888889
2000-05-01,1.0,4.1,7.9,0.3,0.65,19.5,23.88888889
2000-05-01,0.5,,7.8,0.6,0.6,,23.88888889
2000-05-15,1.2,8.0,8.7,0.4,0.45,23.0,21.66666667
2000-05-15,0.0,,8.3,0.65,1.55,27.0,21.66666667
2000-05-15,1.0,6.4,8.2,0.85,0.9,27.0,21.66666667
2000-05-15,1.0,,9.3,0.4,0.45,27.0,21.66666667
2000-05-15,1.5,7.6,9.7,4.0,4.5,30.0,21.66666667
2000-05-30,,,,,,,14.38888889
2000-05-30,1.0,,8.0,0.2,0.2,15.0,14.44444444
2000-05-30,0.5,7.9,8.0,0.5,0.5,15.0,14.44444444
2000-05-30,0.0,6.3,8.2,0.1,1.6,15.0,10.0
2000-05-30,0.5,,7.8,0.65,0.65,15.0,14.44444444
2000-06-13,1.0,8.2,9.5,0.4,0.4,28.0,22.77777778
2000-06-13,0.0,6.3,7.7,0.75,1.4,,26.0
2000-06-13,1.0,,8.0,0.45,0.55,27.0,22.22222222
2000-06-13,1.0,,8.6,0.15,0.4,27.0,22.22222222
2000-06-13,1.5,7.3,8.4,0.4,0.64,26.0,23.16666667
2000-06-26,0.0,,8.2,0.8,1.6,29.0,27.0
2000-06-26,1.0,8.3,8.8,0.05,0.1,30.0,28.0
2000-06-26,1.0,,8.8,0.5,0.5,29.0,28.0
2000-06-26,1.0,5.5,8.0,0.55,0.55,30.5,29.0
2000-06-26,1.5,7.0,8.5,0.5,0.85,26.0,28.33333333
2000-07-11,0.0,4.4,8.6,0.65,1.6,27.0,26.0
2000-07-11,0.8,,8.1,0.37,0.8,31.0,27.0
2000-07-11,0.01,5.7,8.2,0.5,0.5,32.0,27.0
2000-07-11,1.0,,7.6,0.15,0.15,31.0,31.0
2000-07-11,1.0,5.0,8.6,0.4,0.8,27.0,25.0
2000-07-24,0.05,6.1,8.0,0.55,0.55,25.0,25.55555556
2000-07-24,0.0,,8.1,0.7,0.85,25.0,25.55555556
2000-07-24,1.0,1.8,7.5,0.0,0.15,24.0,25.55555556
2000-07-24,0.5,,8.0,0.45,0.45,25.0,25.55555556
2000-07-24,1.0,6.4,8.2,0.4,0.55,25.0,25.55555556
2000-08-10,0.0,,6.4,0.65,0.65,29.0,28.33333333
2000-08-10,0.0,4.1,5.6,0.65,1.6,28.0,28.33333333
2000-08-10,1.5,6.0,8.1,0.6,0.68,28.0,28.33333333
2000-08-10,1.0,,6.3,0.23,0.23,29.0,28.33333333
2000-08-10,0.0,6.3,6.7,0.6,0.6,29.0,28.33333333
2000-08-22,1.0,7.1,8.7,0.3,0.45,22.0,21.66666667
2000-08-22,0.0,,8.3,0.6,1.5,24.0,21.66666667
2000-08-22,0.0,2.4,7.8,0.35,0.35,22.0,21.66666667
2000-08-22,0.0,,8.3,0.5,0.5,24.0,21.66666667
2000-08-22,0.0,5.2,7.5,0.65,0.65,25.0,22.22222222
2000-09-06,0.0,,8.0,0.9,0.9,21.0,22.22222222
2000-09-06,0.0,6.3,8.1,0.55,0.55,21.0,22.22222222
2000-09-06,0.0,5.0,8.5,0.7,1.65,21.0,22.0
2000-09-06,0.0,,7.9,0.45,0.45,21.0,22.22222222
2000-09-06,1.0,5.2,8.6,0.2,0.45,20.0,22.22222222
2000-09-18,0.0,,8.6,0.6,1.52,20.0,20.0
2000-09-18,0.0,5.8,,0.4,0.75,22.0,21.11111111
2000-09-18,0.0,,8.1,0.35,0.35,21.0,20.0
2000-09-18,1.0,5.5,,0.35,0.55,20.0,19.44444444
2000-09-18,0.8,7.6,7.9,0.1,0.1,20.0,21.11111111
2000-10-04,0.8,7.3,8.6,0.3,0.7,27.0,28.33333333
2000-10-04,1.0,,8.6,0.8,1.8,27.0,28.33333333
2000-10-04,1.0,8.5,8.5,0.1,0.1,30.0,28.88888889
2000-10-04,1.1,8.7,8.3,0.55,0.7,35.0,28.88888889
2000-10-04,1.5,,8.1,0.35,0.35,26.0,28.33333333
2000-10-26,0.0,8.5,8.8,0.7,1.05,19.5,18.88888889
2000-10-26,2.0,,8.7,0.1,0.25,22.0,19.44444444
2000-10-26,1.0,,8.7,0.63,0.63,21.0,19.44444444
2000-10-26,1.0,5.3,8.8,0.26,0.35,19.5,18.88888889
2000-10-26,0.5,6.2,8.4,0.25,0.25,21.5,19.44444444
2000-11-01,0.0,9.75,8.2,0.65,0.65,16.0,14.44444444
2000-11-01,1.0,,8.3,0.4,0.4,15.0,14.44444444
2000-11-01,0.0,,8.8,1.2,1.4,14.5,14.44444444
2000-11-01,1.0,4.8,9.2,0.3,0.3,16.0,14.27777778
2000-11-01,1.0,5.5,8.1,0.1,0.11,14.0,14.44444444
2000-11-14,0.0,6.2,9.0,0.7,1.4,13.0,12.77777778
2000-11-14,1.5,,7.8,0.35,0.35,14.0,12.77777778
2000-11-14,1.0,7.8,9.9,0.4,0.6,13.0,12.77777778
2000-11-14,1.0,,7.5,0.5,0.75,13.0,12.77777778
2000-11-14,1.0,6.0,7.4,0.3,0.3,13.0,12.77777778
2000-12-11,1.0,10.0,,0.3,0.5,7.5,7.222222222
2000-12-11,1.0,,8.0,0.75,0.75,7.5,7.222222222
2000-12-11,0.0,10.0,9.3,1.1,1.3,7.0,7.222222222
2000-12-11,1.0,6.5,8.1,0.1,0.1,7.5,7.222222222
2000-12-11,1.5,,7.8,0.3,0.65,8.0,7.222222222
2000-12-18,0.0,,8.8,1.05,1.45,10.0,6.222222222
2000-12-18,1.0,,7.9,0.35,0.35,11.0,6.333333333
2000-12-18,1.5,7.2,7.9,0.2,0.4,7.5,6.333333333
2000-12-18,1.0,9.4,8.8,0.16,,9.5,6.222222222
2000-12-18,1.0,9.9,8.2,0.7,0.7,9.0,6.666666667
2001-01-08,0.0,9.7,8.8,1.0,1.25,6.0,6.111111111
2001-01-08,1.0,,7.9,0.8,0.8,5.0,6.666666667
2001-01-08,1.0,8.1,9.2,0.36,0.36,7.0,6.111111111
2001-01-08,2.0,,7.9,0.42,0.42,6.0,6.666666667
2001-01-08,1.0,5.9,8.3,0.55,0.55,5.0,6.111111111
2001-01-23,0.0,,9.2,1.1,1.35,5.0,3.777777778
2001-01-23,1.0,9.0,9.3,0.1,0.1,8.0,3.5
2001-01-23,1.0,7.8,8.0,0.3,0.3,6.0,3.777777778
2001-01-23,1.0,5.7,8.4,0.7,0.7,5.0,3.777777778
2001-01-23,1.0,,8.3,0.6,0.6,4.0,3.777777778
2001-02-06,1.0,6.0,7.9,0.6,0.6,10.0,11.11111111
2001-02-06,1.0,8.5,8.8,0.23,0.33,11.0,10.55555556
2001-02-06,1.5,,7.8,0.25,0.25,10.0,11.11111111
2001-02-06,1.0,,8.0,0.8,0.8,11.0,11.11111111
2001-02-06,0.0,8.4,8.7,1.1,1.4,10.0,11.11111111
2001-02-20,0.0,,8.6,0.65,0.95,14.0,16.66666667
2001-02-20,1.0,,7.7,0.55,0.55,12.0,16.66666667
2001-02-20,1.0,9.2,9.1,0.2,0.35,11.0,16.38888889
2001-02-20,1.5,9.3,7.7,0.4,0.4,12.0,16.66666667
2001-02-20,1.0,8.1,7.8,0.75,0.75,10.0,16.66666667
2001-03-15,0.0,,8.7,0.6,1.4,13.0,11.11111111
2001-03-15,1.2,9.25,9.2,0.35,0.6,14.0,11.0
2001-03-15,1.0,,7.8,0.3,0.6,13.0,11.11111111
2001-03-15,0.5,7.7,8.0,0.65,0.85,13.5,11.11111111
2001-03-15,,8.1,7.8,0.4,0.4,,11.11111111
2001-03-26,1.0,,7.4,0.85,0.85,10.0,5.0
2001-03-26,1.0,9.9,8.3,0.6,0.6,9.0,5.0
2001-03-26,0.0,9.6,9.0,0.7,1.5,10.0,5.0
2001-03-26,1.0,9.9,9.4,0.25,0.45,10.0,5.388888889
2001-03-26,1.5,,7.7,0.6,0.6,9.0,5.0
2001-04-09,1.5,6.5,,0.3,0.3,27.0,22.22222222
2001-04-09,0.0,,,0.65,1.1,22.0,21.11111111
2001-04-09,1.0,8.25,,0.3,0.65,21.0,20.55555556
2001-04-09,1.0,6.8,,0.6,0.95,22.0,22.22222222
2001-04-09,1.0,,,0.55,0.55,23.0,21.11111111
2001-04-24,2.0,6.4,9.3,0.3,0.8,20.0,21.66666667
2001-04-24,1.0,,8.4,0.8,0.8,21.0,22.22222222
2001-04-24,0.0,4.1,9.3,0.8,1.4,19.5,22.22222222
2001-04-24,2.0,,8.0,0.2,0.2,22.0,22.22222222
2001-04-24,1.0,4.8,8.1,0.4,0.4,23.0,22.77777778
2001-05-08,2.0,5.0,8.6,0.15,0.15,21.0,17.77777778
2001-05-08,1.0,,8.5,0.4,0.4,19.5,17.77777778
2001-05-08,1.0,2.5,9.1,0.2,0.65,22.0,18.33333333
2001-05-08,2.0,3.0,8.7,0.01,0.01,25.0,18.33333333
2001-05-08,0.0,,8.7,0.7,1.3,19.5,17.77777778
2001-05-22,3.0,2.5,7.6,0.32,0.32,24.0,22.22222222
2001-05-22,0.0,4.9,8.1,0.7,1.2,23.0,21.66666667
2001-05-22,3.0,,8.2,0.45,0.8,24.0,23.33333333
2001-05-22,3.0,,8.3,0.1,0.1,26.0,23.33333333
2001-05-22,1.0,7.8,8.8,0.4,0.8,20.0,21.11111111
2001-06-05,1.0,5.5,8.7,0.8,0.8,24.0,21.66666667
2001-06-05,2.0,4.1,8.5,0.1,0.1,24.0,21.66666667
2001-06-05,2.0,,8.3,0.3,0.3,23.0,21.66666667
2001-06-05,2.0,4.35,9.2,0.4,0.4,23.0,21.61111111
2001-06-05,0.0,,9.1,0.6,1.25,23.0,21.66666667
2001-06-18,0.0,5.5,8.7,0.5,0.9,26.0,25.0
2001-06-18,2.0,,8.3,0.1,0.1,29.0,25.55555556
2001-06-18,1.0,,8.6,0.75,0.75,28.0,25.55555556
2001-06-18,2.0,5.1,8.6,0.4,0.4,25.0,25.0
2001-06-18,2.0,4.0,8.4,0.3,0.3,27.0,25.0
2001-07-05,0.0,,8.9,0.4,1.3,26.5,23.88888889
2001-07-05,3.5,5.4,8.7,0.25,0.75,26.0,23.88888889
2001-07-05,3.0,4.2,8.3,0.4,0.65,27.0,24.44444444
2001-07-05,2.5,,7.9,0.25,0.25,26.0,23.88888889
2001-07-05,3.0,3.9,8.1,0.23,0.23,,23.88888889
2001-07-20,,,,,,,22.77777778
2001-07-20,3.0,7.2,9.8,0.3,0.3,23.0,22.22222222
2001-07-20,0.0,,9.3,0.05,1.1,24.0,22.77777778
2001-07-20,,,,,,,-17.77777778
2001-07-20,1.5,4.9,9.2,0.5,0.5,26.0,22.22222222
2001-08-08,0.0,,9.3,0.5,1.05,31.0,27.77777778
2001-08-08,3.0,4.1,9.1,0.4,0.7,30.0,26.66666667
2001-08-08,3.0,2.3,8.3,0.2,0.2,30.0,28.88888889
2001-08-08,3.0,,8.5,0.25,0.25,31.0,27.77777778
2001-08-08,3.0,4.5,8.5,0.35,1.1,30.0,31.11111111
2001-08-20,0.0,4.3,8.9,0.2,1.4,27.0,26.66666667
2001-08-20,3.0,,7.7,0.3,0.3,27.0,26.66666667
2001-08-20,3.3,,7.9,0.4,1.3,27.5,26.66666667
2001-08-20,2.5,5.5,7.9,0.3,0.3,28.0,26.66666667
2001-08-20,3.0,4.9,8.7,0.3,0.85,26.0,26.27777778
2001-09-05,3.0,3.0,0.3,0.35,1.1,26.0,24.44444444
2001-09-05,2.5,0.0,7.8,0.1,0.25,25.0,24.44444444
2001-09-05,3.0,,7.9,0.2,0.2,25.0,24.44444444
2001-09-05,3.0,4.0,8.5,0.35,0.55,25.0,24.44444444
2001-09-05,0.0,,8.5,0.6,1.2,25.0,24.44444444
2001-09-18,3.5,4.6,7.7,0.15,0.15,23.0,25.55555556
2001-09-18,2.0,3.6,8.9,0.65,0.9,24.0,25.0
2001-09-18,2.0,,8.7,0.2,0.2,24.0,25.55555556
2001-09-18,0.0,,8.9,0.85,1.0,23.0,25.55555556
2001-09-18,3.0,1.5,8.5,0.25,0.35,23.0,25.55555556
2001-10-02,3.0,,7.7,0.3,0.3,23.0,22.77777778
2001-10-02,3.0,6.1,8.3,0.25,0.25,23.0,22.77777778
2001-10-02,2.0,,7.8,0.5,1.1,21.0,22.77777778
2001-10-02,3.0,4.2,,0.15,0.15,22.0,22.72222222
2001-10-02,0.0,3.9,8.7,0.7,1.1,19.0,22.77777778
2001-10-22,3.0,3.8,8.4,0.6,0.85,19.0,21.11111111
2001-10-22,3.0,4.6,8.6,0.6,0.6,19.0,19.61111111
2001-10-22,0.0,,8.8,0.8,1.25,21.0,-17.77777778
2001-10-22,3.0,2.6,8.2,0.2,0.2,20.0,20.55555556
2001-10-22,3.0,,8.2,0.25,0.25,20.0,20.0
2001-11-06,0.0,,9.1,1.0,1.0,11.5,11.61111111
2001-11-06,3.0,4.9,8.2,0.6,0.8,14.0,11.61111111
2001-11-06,3.5,4.2,8.3,0.2,0.2,13.0,11.61111111
2001-11-06,3.0,5.5,9.5,0.25,0.25,13.0,11.61111111
2001-11-06,3.0,,8.3,0.3,0.3,13.0,11.61111111
2001-11-20,0.0,,,0.9,0.95,14.0,11.11111111
2001-11-20,3.0,5.3,,0.1,0.3,13.0,11.11111111
2001-11-20,3.5,3.8,,0.3,0.35,15.0,11.11111111
2001-11-20,4.0,6.3,,0.2,0.85,12.0,11.11111111
2001-11-20,3.0,,,0.2,0.2,13.0,11.11111111
2001-12-04,,,8.4,0.3,0.35,16.0,12.38888889
2001-12-04,,6.3,8.1,0.5,1.0,18.0,12.77777778
2001-12-04,,,8.3,0.15,0.15,19.0,12.61111111
2001-12-04,,5.9,8.2,0.15,0.2,16.0,12.77777778
2001-12-04,,,9.1,0.9,1.0,18.0,12.61111111
2002-01-10,3.0,7.5,6.9,0.2,0.55,,10.66666667
2002-01-10,3.0,,7.7,1.0,1.0,7.0,12.77777778
2002-01-10,0.0,10.0,6.8,1.4,1.4,9.0,11.11111111
2002-01-10,3.0,6.8,7.0,0.4,0.4,9.5,12.22222222
2002-01-10,3.4,,7.5,0.3,0.3,10.0,12.77777778
2002-01-22,0.0,,8.9,1.3,1.4,9.0,10.0
2002-01-22,2.5,,7.9,0.45,0.45,8.0,10.0
2002-01-22,2.5,7.2,7.9,0.45,0.45,8.0,10.0
2002-01-22,3.0,9.0,9.0,0.3,0.35,59.0,9.944444444
2002-01-22,3.0,2.7,7.8,0.8,1.3,9.0,10.55555556
2002-02-11,0.0,8.3,9.6,1.3,1.45,11.0,-17.77777778
2002-02-11,3.0,5.7,9.9,0.1,0.3,12.0,-17.77777778
2002-02-11,2.0,,8.4,0.85,1.35,10.0,-17.77777778
2002-02-11,2.0,,8.2,0.45,0.45,12.0,-17.77777778
2002-02-11,2.0,8.4,8.2,0.6,0.6,12.0,-17.77777778
2002-02-26,3.0,7.8,8.2,0.45,0.45,12.0,14.44444444
2002-02-26,0.0,,9.2,1.25,1.35,11.0,13.88888889
2002-02-26,3.0,7.6,9.2,0.3,0.35,11.0,13.88888889
2002-02-26,2.0,,8.1,0.5,0.5,11.0,13.88888889
2002-02-26,2.0,7.6,8.2,1.15,1.15,12.0,15.0
2002-03-28,0.0,7.8,,0.8,1.5,12.0,7.222222222
2002-03-28,2.5,7.7,,0.6,0.6,11.5,7.222222222
2002-03-28,1.0,,,0.7,1.0,13.0,7.222222222
2002-03-28,3.0,8.3,,0.25,0.35,12.0,7.222222222
2002-03-28,2.0,,,0.55,0.55,12.0,7.222222222
2002-04-17,0.0,,6.0,0.1,0.4,25.0,27.77777778
2002-04-17,2.0,,7.5,0.55,1.0,28.0,28.33333333
2002-04-17,3.0,4.4,7.5,0.3,0.7,25.0,26.66666667
2002-04-17,1.0,,8.0,0.5,0.5,26.0,27.77777778
2002-04-17,2.0,4.2,8.0,0.1,0.2,27.0,28.33333333
2002-04-30,1.0,,8.0,0.3,0.3,22.0,15.0
2002-04-30,3.0,7.3,7.5,0.4,0.65,18.5,14.44444444
2002-04-30,2.0,3.4,8.5,0.5,0.5,18.0,15.55555556
2002-04-30,1.0,2.3,7.5,0.4,1.1,22.0,15.55555556
2002-04-30,0.0,,6.0,0.6,1.4,21.0,15.55555556
2002-05-16,0.0,3.9,,0.9,1.5,18.0,17.77777778
2002-05-16,2.5,8.3,7.5,0.2,0.7,20.0,16.66666667
2002-05-16,,,9.0,0.1,0.1,,20.0
2002-05-16,,,7.5,0.3,0.9,,20.0
2002-05-16,,5.7,8.5,0.25,0.25,,18.33333333
2002-05-28,1.0,,7.0,0.5,0.9,26.0,22.22222222
2002-05-28,3.0,,8.5,0.2,0.2,24.0,22.22222222
2002-05-28,3.0,4.5,7.5,0.3,0.55,24.0,21.11111111
2002-05-28,3.5,4.6,8.0,0.2,0.2,25.0,21.11111111
2002-05-28,0.0,6.1,6.5,0.3,1.3,24.0,21.11111111
2002-06-11,2.9,,8.0,2.5,2.5,25.0,21.66666667
2002-06-11,0.0,,6.5,0.2,1.4,25.0,21.66666667
2002-06-11,2.0,4.2,7.0,0.7,0.7,26.0,22.22222222
2002-06-11,3.0,5.9,8.5,0.3,0.65,23.5,21.11111111
2002-06-11,3.0,3.3,7.0,0.1,0.1,25.0,21.66666667
2002-06-24,4.0,5.1,7.5,0.4,0.75,27.0,27.77777778
2002-06-24,3.0,3.8,8.5,0.2,0.2,28.0,28.33333333
2002-06-24,,4.0,6.5,0.15,1.35,,27.77777778
2002-06-24,,,7.0,0.9,0.9,,28.33333333
2002-06-24,1.0,,7.0,0.1,0.35,,28.33333333
2002-07-08,4.0,3.5,8.0,0.4,0.4,,22.77777778
2002-07-08,0.0,,9.0,0.35,0.35,,22.77777778
2002-07-08,2.0,,7.0,0.65,0.7,,23.33333333
2002-07-08,0.0,,6.5,0.55,0.7,,23.33333333
2002-07-08,3.0,3.2,,0.3,0.35,,22.77777778
2002-07-23,0.0,5.0,7.0,0.85,1.2,,28.33333333
2002-07-23,4.0,3.3,7.0,0.2,0.2,,28.88888889
2002-07-23,4.0,,7.0,0.2,0.2,,24.0
2002-07-23,4.0,4.2,7.5,0.4,0.6,,28.33333333
2002-07-23,3.0,,7.5,0.3,0.3,,28.88888889
2002-08-01,2.0,,7.5,0.6,1.3,,29.44444444
2002-08-01,3.0,,7.0,0.25,0.25,,30.55555556
2002-08-01,3.0,,7.0,0.25,0.25,,30.55555556
2002-08-01,4.0,4.2,7.5,0.6,0.6,,29.44444444
2002-08-01,2.0,,7.0,0.5,0.7,,30.55555556
2002-08-22,0.0,1.2,,0.3,0.95,,26.66666667
2002-08-22,4.0,4.0,7.5,0.4,0.4,,26.66666667
2002-08-22,5.0,,7.0,0.5,0.6,,27.77777778
2002-08-22,4.0,4.7,7.0,0.1,0.1,,27.77777778
2002-08-22,4.0,,9.0,0.1,0.1,,27.77777778
2002-09-05,0.0,,7.0,0.75,1.75,26.5,27.22222222
2002-09-05,3.0,6.5,7.5,0.5,0.7,27.0,26.66666667
2002-09-05,0.0,4.5,7.0,0.6,0.8,26.0,27.22222222
2002-09-05,0.0,3.5,7.5,0.28,0.3,27.0,27.22222222
2002-09-05,0.0,,8.5,0.35,0.35,28.0,27.22222222
2002-09-20,2.0,,7.0,0.6,0.8,,27.77777778
2002-09-20,4.0,4.5,7.0,0.4,0.5,,27.22222222
2002-09-20,2.0,,8.0,0.1,0.1,,27.77777778
2002-09-20,0.0,3.5,8.0,0.2,0.2,,27.77777778
2002-09-20,0.0,4.2,7.0,0.7,1.2,26.0,27.22222222
2002-10-18,1.0,6.7,7.0,0.6,0.6,,15.55555556
2002-10-18,1.0,,6.5,0.3,0.3,,15.55555556
2002-10-18,0.0,5.3,6.5,0.65,1.5,,14.44444444
2002-10-18,3.0,5.0,7.0,0.35,0.7,,14.44444444
2002-10-18,0.0,,6.5,0.55,0.85,,15.55555556
2002-10-31,1.0,,7.0,,,10.3,9.444444444
2002-10-31,1.0,6.4,,1.5,1.5,10.5,8.888888889
2002-10-31,0.0,,6.5,,,10.3,9.444444444
2002-10-31,4.0,6.3,7.5,0.5,0.5,10.0,8.777777778
2002-11-15,0.0,8.1,7.0,,,12.0,12.22222222
2002-11-15,0.0,,7.5,,2.6,14.0,13.33333333
2002-11-15,0.0,5.8,7.0,,,18.0,13.33333333
2002-11-15,0.0,,6.5,,2.4,13.0,13.88888889
2002-11-15,0.0,6.1,6.5,,,14.0,12.22222222
2002-12-06,2.0,9.6,7.0,0.1,0.1,5.0,2.777777778
2002-12-06,2.0,,7.0,0.5,0.5,5.0,3.333333333
2002-12-06,1.0,,6.5,0.75,1.4,48.0,3.333333333
2002-12-06,2.0,7.7,7.0,0.5,1.0,5.0,3.333333333
2002-12-16,0.0,5.6,7.0,0.7,0.7,7.5,-17.77777778
2002-12-16,0.0,,7.0,0.8,0.8,7.5,-17.77777778
2002-12-16,0.0,,7.0,,,7.5,-17.77777778
2002-12-16,0.0,5.2,6.0,1.1,1.35,6.5,-17.77777778
2002-12-16,2.0,6.8,7.0,0.3,0.6,7.5,9.444444444
2003-01-03,0.0,5.1,7.0,0.3,0.6,14.0,11.11111111
2003-01-03,0.0,,7.0,0.55,0.55,13.0,11.66666667
2003-01-03,0.0,6.6,7.0,0.2,0.2,13.0,11.66666667
2003-01-03,0.0,,6.5,1.0,1.9,12.0,11.66666667
2003-01-03,0.0,8.1,6.5,0.9,1.1,15.0,11.66666667
2003-02-03,0.0,6.6,7.0,0.4,0.4,7.0,7.722222222
2003-02-03,0.0,7.4,6.0,1.2,1.5,6.0,7.777777778
2003-02-03,0.0,,7.0,0.6,0.6,6.0,10.0
2003-02-03,0.0,,7.0,0.5,0.5,6.0,10.0
2003-02-03,0.0,,6.5,0.5,1.1,6.0,10.0
2003-02-20,0.0,,7.0,0.8,0.8,7.0,7.222222222
2003-02-20,0.0,,6.5,0.8,1.35,7.0,6.111111111
2003-02-20,,,6.5,,,7.0,7.222222222
2003-02-20,0.0,6.4,7.5,0.5,0.5,7.0,6.666666667
2003-02-20,0.0,,7.0,0.25,0.45,7.0,6.111111111
2003-03-06,1.0,3.2,7.0,0.7,0.7,14.0,14.44444444
2003-03-06,1.0,8.7,6.5,0.7,1.5,,14.44444444
2003-03-06,1.0,,7.5,0.48,0.48,15.0,14.44444444
2003-03-06,1.0,,6.5,0.8,1.4,14.0,14.44444444
2003-03-06,1.0,4.1,6.5,0.3,0.9,14.0,15.5
2003-03-20,2.0,,6.0,1.2,1.4,12.0,11.66666667
2003-03-20,2.0,3.2,,0.3,0.3,12.0,0.555555556
2003-03-20,1.0,6.4,6.5,0.6,1.0,12.0,11.66666667
2003-03-20,2.0,3.8,7.0,0.2,0.3,11.0,11.61111111
2003-03-20,2.0,,7.0,0.4,0.4,12.0,11.66666667
2003-04-21,1.0,5.8,7.0,0.3,0.6,16.0,18.27777778
2003-04-21,0.0,,7.5,0.3,0.3,20.0,19.44444444
2003-04-21,0.0,5.6,7.0,0.4,0.4,18.0,18.33333333
2003-04-21,0.0,,5.5,0.3,0.8,17.0,19.44444444
2003-04-21,0.0,6.8,,1.1,1.5,16.0,18.33333333
2003-05-01,1.0,,7.0,0.4,0.4,24.0,24.44444444
2003-05-01,0.0,,6.5,1.0,1.5,25.0,23.88888889
2003-05-01,0.0,7.3,7.5,0.6,0.6,25.0,24.44444444
2003-05-01,0.0,6.6,6.5,0.4,0.8,,23.88888889
2003-05-01,0.0,3.9,6.5,0.45,1.15,23.0,23.88888889
2003-05-22,1.0,3.3,7.0,0.7,0.7,,15.55555556
2003-05-22,2.0,6.3,6.5,0.3,0.5,20.0,15.77777778
2003-05-22,0.0,5.8,6.5,0.8,1.5,,15.77777778
2003-05-22,1.0,,6.5,0.5,0.8,,15.77777778
2003-06-05,0.0,,6.5,0.3,1.5,25.0,22.22222222
2003-06-05,0.0,,7.0,4.0,4.0,,22.22222222
2003-06-05,0.0,8.5,9.5,0.1,0.1,25.1,22.22222222
2003-06-05,2.0,6.8,6.5,0.4,0.8,,20.72222222
2003-06-05,0.0,4.7,6.5,0.5,0.85,24.0,21.11111111
2003-06-20,0.0,,6.5,0.4,1.1,25.0,22.77777778
2003-06-20,0.0,4.1,7.0,0.4,0.8,24.0,22.27777778
2003-06-20,0.0,,7.0,0.2,0.2,26.0,22.77777778
2003-06-20,0.0,4.3,6.0,0.5,1.5,25.0,22.61111111
2003-06-20,0.0,4.5,7.0,0.5,0.5,24.0,22.77777778
2003-07-01,0.0,5.2,6.5,0.4,0.7,27.0,-3.055555556
2003-07-01,0.0,,6.0,0.4,1.4,27.0,25.0
2003-07-01,0.0,2.7,6.5,0.4,1.0,28.0,24.72222222
2003-07-01,0.0,3.6,,0.3,0.3,26.0,25.0
2003-07-01,0.0,,7.5,0.3,0.3,27.0,25.0
2003-07-17,0.0,4.7,7.0,0.35,0.35,28.0,23.88888889
2003-07-17,0.0,3.8,6.5,0.4,0.8,26.0,23.33333333
2003-07-17,0.0,,7.0,0.6,0.85,29.0,24.44444444
2003-07-17,0.0,2.9,6.5,0.5,1.4,28.0,23.88888889
2003-07-17,0.0,,7.5,0.1,0.1,28.0,24.44444444
2003-08-07,0.0,7.0,7.2,0.5,0.9,25.0,25.0
2003-08-07,0.0,3.0,6.5,0.45,1.0,25.0,27.0
2003-08-07,1.0,,6.5,0.6,1.6,25.0,25.0
2003-08-07,0.0,3.2,7.0,0.2,0.2,25.0,25.0
2003-08-07,0.0,,7.0,0.5,0.5,25.0,25.0
2003-09-04,0.0,,7.5,0.1,0.1,29.0,28.33333333
2003-09-04,0.0,,6.5,0.8,0.9,29.0,28.33333333
2003-09-04,4.0,3.7,7.0,0.5,0.75,27.0,27.72222222
2003-09-04,0.0,4.7,6.5,0.5,1.5,28.0,27.77777778
2003-09-04,0.0,4.7,7.0,0.15,0.15,27.0,28.33333333
2003-10-02,0.0,5.6,6.5,0.6,0.9,20.0,17.77777778
2003-10-02,0.5,5.5,7.0,0.15,0.15,18.0,17.77777778
2003-10-02,1.0,,7.0,0.6,0.6,20.0,17.77777778
2003-10-02,1.0,6.0,6.5,0.5,0.7,,17.77777778
2003-10-02,1.0,,6.5,0.5,1.6,19.0,17.77777778
2003-10-23,1.0,5.6,7.5,0.15,0.15,14.0,14.44444444
2003-10-23,1.0,,8.0,0.2,0.2,11.0,14.44444444
2003-10-23,1.0,5.8,6.5,0.4,0.55,14.0,13.88888889
2003-10-23,,,,0.5,0.8,,14.44444444
2003-10-23,1.0,4.4,6.5,1.1,1.5,14.0,13.88888889
