id,created_at,text,location
1082635389133905921,2019-01-08 13:49:25,@cibc Would rather see you push a Canadian destination 🇨🇦😍👍🏼 #nature #Canada #buylocal,north-ish
1082634466126901248,2019-01-08 13:45:45,"RT @dbcurren: CIBC: Canada's #trade deficit continued to slide wider in Nov, and unlike last month, the details didn't provide an offset to…","Richmond Hill, Ontario, Canada"
1082634399873675264,2019-01-08 13:45:29,More from CIBC on Canada #trade data: #exports showed weakness outside of just soft oil prices. Non-energy exports… https://t.co/ay2Jlmhq2S,Toronto
1082634225138860032,2019-01-08 13:44:48,"RT @dbcurren: CIBC: Canada's #trade deficit continued to slide wider in Nov, and unlike last month, the details didn't provide an offset to…",
1082633966136541184,2019-01-08 13:43:46,"CIBC: Canada's #trade deficit continued to slide wider in Nov, and unlike last month, the details didn't provide an… https://t.co/5jFG3rxkch",Toronto
1082633666487037953,2019-01-08 13:42:35,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC /via @globeandmail https://t.co/pnUo1PCMmb,
1082628275715792897,2019-01-08 13:21:09,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/ZzKEGkFBeC",Toronto
1082625032113647618,2019-01-08 13:08:16,"The Bank of Canada will be making its latest interest rate decision Wednesday, with the likelihood of a hold-steady… https://t.co/PZyFJU8MYD","Markham, Ontario"
1082623219503370240,2019-01-08 13:01:04,A new year is a new opportunity for you to start plotting your future with a land loan. Call us today!… https://t.co/Q5C9ByxQ6C,Bahamas
1082623172858372102,2019-01-08 13:00:53,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/od5EbGDrWq,"Halifax, NS & Moncton NB"
1082623160074133505,2019-01-08 13:00:50,"RT @WaterlooENG: While it's only the second day back to classes, co-op employer info sessions start today with sessions from @cibc Capital…",
1082623124477263873,2019-01-08 13:00:41,A new year is a new opportunity for you to start plotting your future with a land loan. Call us today!… https://t.co/AUUoiQgslp,The Caribbean
1082622476641660929,2019-01-08 12:58:07,"RT @WaterlooENG: While it's only the second day back to classes, co-op employer info sessions start today with sessions from @cibc Capital…",BlackberryCityOntarioCanada 
1082621731318185984,2019-01-08 12:55:09,"While it's only the second day back to classes, co-op employer info sessions start today with sessions from @cibc C… https://t.co/AFKdE77jKN","Waterloo, Ontario, Canada"
1082621544294219776,2019-01-08 12:54:24,@IpNigh We're taking the necessary steps to shut down the fraudulent site. Thanks for reaching out! ^Jenn,Canada
1082615727855714304,2019-01-08 12:31:18,"@ndnopie Hi Davey! We appreciate your feedback, anytime we make the difficult decision to close one of our banking… https://t.co/vAnvVPQ2Se",Canada
1082613382577090560,2019-01-08 12:21:59,RT @totemranch613: ‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC https://t.co/Bdqc77P1iw via @NewsNowUK,ottawa canada
1082613228411281409,2019-01-08 12:21:22,"@aworldtraveler_ Good day, noticed your tweet. We'd like to help. Please send us a DM with more details so that we can assist. ^AM",The Caribbean
1082609935496691712,2019-01-08 12:08:17,Well this is something you just don’t hear everyday from a chartered Canadian Bank ‘A day of reckoning is coming fo… https://t.co/6psyZXADHa,"Toronto, Ontario"
1082606960250216450,2019-01-08 11:56:27,"The Bank of Canada will be making its latest interest rate decision Wednesday, with the likelihood of a hold-steady… https://t.co/ZcRPB1ecDq","Toronto, Ontario"
1082605977809997824,2019-01-08 11:52:33,RT @michaelbabad: ‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC (subscribers) https://t.co/RRJGOEUyQi https:…,"Ontario, Canada"
1082603764052299776,2019-01-08 11:43:45,Too bad about the headline.  The “reckoning” coming for the Liberals is on what CIBC sees as a good record.  And I… https://t.co/XGORldPCJJ,
1082602167377088512,2019-01-08 11:37:25,"@financialpost 1. We proved @OntLiberal are corrupt

2. We proved @LawSocietyLSO is corrupt

3. We proved… https://t.co/WeTlmyVGzc",History of crimes starts here!
1082596900539432960,2019-01-08 11:16:29,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC https://t.co/Bdqc77P1iw via @NewsNowUK,ottawa canada
1082593478054461440,2019-01-08 11:02:53,RT @michaelbabad: ‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC (subscribers) https://t.co/RRJGOEUyQi https:…,Canada
1082592826007924736,2019-01-08 11:00:17,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC (subscribers) https://t.co/RRJGOEUyQi https://t.co/K111rGPGEt,Toronto
1082588103620157442,2019-01-08 10:41:32,‘A day of reckoning is coming for Justin Trudeau’s Liberal government’: CIBC https://t.co/re3rrxX7Tf,"Toronto, Canada"
1082585716222189571,2019-01-08 10:32:02,CIBC Initiates Coverage on Catalyst Biosciences (CBIO) (John Perry/Zolmax) https://t.co/qz4WakSYJl,San Francisco
1082577731097976832,2019-01-08 10:00:19,CIBC Initiates Coverage on Catalyst Biosciences $CBIO https://t.co/I2BPDxE0fB,
1082576926320066560,2019-01-08 09:57:07,CIBC Initiates Coverage on Catalyst Biosciences $CBIO https://t.co/SyoWridTFW,
1082570152615600128,2019-01-08 09:30:12,RT @WahlbergYouth: It's been two weeks since #CIBCMiracleDay 2018 - grateful to our friends who joined us! The organizations we support w/t…,"Buenos Aires, Argentina"
1082568861348577281,2019-01-08 09:25:04,@cibc Just not their economy,"New York, USA"
1082568751218872320,2019-01-08 09:24:38,En 2019 avec le CIBC Alpes Provence ! https://t.co/pQoJDDIq5Q,
1082545945613524993,2019-01-08 07:54:00,"RT @dorkdragoon: Dear @cibc ,

I don't really know much about your company, but your advertisement with the penguins was enjoyable to watch…",3割うまいMisosoup Stock Tokyo
1082543317458403328,2019-01-08 07:43:34,"Dear @cibc ,

I don't really know much about your company, but your advertisement with the penguins was enjoyable t… https://t.co/DiOqsBMho1",
1082538585499168768,2019-01-08 07:24:46,RT @SpecInCanada: Reminder that Specialisterne is recruiting for roles with CIBC! Do you identify as someone on the #autism spectrum or wit…,Silicon Valley
1082532541943373825,2019-01-08 07:00:45,"RT @MarcGuiraud: L'Oréal, la Chambre des métiers du 78, Orangina, la Fédération Nationale des CIBC, Kuehne + Nagel (un leader mondial du tr…",
1082485993201168384,2019-01-08 03:55:47,@DivvyDad 3% at CIBC if you happen to be Canadian! There are certainly some upsides to the uptick in interest rates....,
1082483951531421696,2019-01-08 03:47:40,"Love the comfy chairs @cibc provided for Pearson International Arrival peeps! Thank you! 👏👍

#greatadvertising… https://t.co/lpQoCH13Pt","Toronto, Ontario"
1082481291738533888,2019-01-08 03:37:06,"The Bank of Canada will be making its latest interest rate decision Wednesday, with the likelihood of a hold-steady… https://t.co/2yk1Zxh5Cq","Richmond, British Columbia"
1082479312027246592,2019-01-08 03:29:14,@cibc Our branch closed its doors in our community because it no longer wanted to do business with First Nations af… https://t.co/U9AuZvTHYa,
1082478196950470656,2019-01-08 03:24:48,"RT @n0p1shing: bank #phishing #opendir 
hxxp://111.90.150.44/1/banks
KIt for cibc 
CIBC[.]zip
actor email js7676027@gmail.com
@nullcookies…",
1082468849193287680,2019-01-08 02:47:39,★Hamilton ★ @ CIBC Theatre https://t.co/690ZoHpa0j,
1082467168451788801,2019-01-08 02:40:58,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",
1082462255214542848,2019-01-08 02:21:27,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Chicago, IL"
1082459491826888704,2019-01-08 02:10:28,"RT @cbuniversity: This week in the Verschuren Centre, @RBC @CIBC and @TD_Canada will be on site to assist newly arrived students with their…","Cape Breton, Nova Scotia"
1082458106565718016,2019-01-08 02:04:58,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",
1082454390059995146,2019-01-08 01:50:12,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Des Plaines, IL"
1082453251402989569,2019-01-08 01:45:40,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",Canada
1082451590559129600,2019-01-08 01:39:04,Cibc Asset Management Has Lifted By $557384 Its Baytex Energy (BTE) Holding; Simulations Plus ... https://t.co/bffAn7Xj3n,Chicago
1082449415258828800,2019-01-08 01:30:26,RT @CIBCFCIBJM: Is this your first time applying for a credit card? CIBC FirstCaribbean's Cash Back Visa credit card is the smart choice fo…,
1082449370467885056,2019-01-08 01:30:15,RT @CIBCFCIBBB: Is this your first time applying for a credit card? CIBC FirstCaribbean's Cash Back Visa credit card is the smart choice fo…,
1082448489987084288,2019-01-08 01:26:45,@IpNigh Hi there. Thank you for bringing this to our attention. I can confirm that this e-mail was not sent by CIBC… https://t.co/t3jGUfGK6J,Canada
1082447155518935041,2019-01-08 01:21:27,go cibc https://t.co/i0bYHU3QEF,Electronica Sound
1082446342776152066,2019-01-08 01:18:13,Suspect arrested shortly after bank robbery in Nanaimo Police say one man was arrested after allegedly robbing the… https://t.co/SxrV34kGJH,"Nanaimo, British Columbia"
1082444226372067328,2019-01-08 01:09:49,RT @AaronCheddie: #MotivationMonday https://t.co/8IYnOaL6jV,"Pickering, Ontario"
1082441683697127424,2019-01-08 00:59:42,"@rachana05647650 Hi @rachana05647650, my name is Matthew Halickman and I am also in EDUC 307. Just wanted to reach… https://t.co/H9p5tcL935",
1082439889239638018,2019-01-08 00:52:35,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Osceola, IN"
1082435402840064000,2019-01-08 00:34:45,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",Chicago Suburbs
1082433694005186561,2019-01-08 00:27:57,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",Chicago
1082432619822800896,2019-01-08 00:23:41,@cibc what a funny thing to say. in 2012 at 92 yrs. Pauline was looking for an  advisor from @CIBC regarding the 17… https://t.co/CCc7Ac4m6Z,"Edmonton, Alberta"
1082431740243673088,2019-01-08 00:20:12,what a funny thing to say. in 2012 at 92 yrs. Pauline was looking for an advisor from @CIBC regarding the 17000.00… https://t.co/FcJdrEjWtg,"Edmonton, Alberta"
1082426997802975232,2019-01-08 00:01:21,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Naperville, IL"
1082426020718772224,2019-01-07 23:57:28,what a funny thing to say. in 2012 at 92 yrs. Pauline was looking for an advisor from @CIBC regarding the 17000.00… https://t.co/XsIe7lzpMW,"Edmonton, Alberta"
1082425522519502849,2019-01-07 23:55:29,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Clarence, NY"
1082423867774300160,2019-01-07 23:48:55,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",773 viva
1082422303336603650,2019-01-07 23:42:42,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",Spaceship Earth
1082422229449797632,2019-01-07 23:42:24,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Illinois, USA"
1082421846790807554,2019-01-07 23:40:53,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Chicago, llinois"
1082421775588298752,2019-01-07 23:40:36,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Chicago, Illinois"
1082421348587184128,2019-01-07 23:38:54,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Clutch City, TX"
1082421297085366272,2019-01-07 23:38:42,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",
1082421076389478401,2019-01-07 23:37:49,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","chicago, Illinois"
1082420895996612609,2019-01-07 23:37:06,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",Illinois.  
1082420781395730432,2019-01-07 23:36:39,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…",Chicago
1082420570027900929,2019-01-07 23:35:48,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Hobart, IN"
1082420569990197248,2019-01-07 23:35:48,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Cameron, NC"
1082420529108275200,2019-01-07 23:35:39,"Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this… https://t.co/3AsPu3xqds",Chicago
1082415374958768128,2019-01-07 23:15:10,"A December poll conducted by @cibc found that, for the ninth year in a row, paying down debt is the No. 1 priority… https://t.co/DDdYwBPpyS","Vancouver, BC Canada"
1082414109998628869,2019-01-07 23:10:08,"The Data VizArt Student Challenge (DVA) is officially open! #tellitwithdata for your chance to win $3000, sponsored… https://t.co/oiyTNgCJ8e","Stratford, ON"
1082409793954947074,2019-01-07 22:52:59,"RT @WaterlooENG: Mark your calendar! The second annual Data VizArt Student Challenge presented by Tableau, CIBC and Deloitte has open today…",Waterloo ON
1082409300985872384,2019-01-07 22:51:02,Cibc banking ananın allahı musait mi,"Ontario, CA"
1082407839170084864,2019-01-07 22:45:13,"The Bank of Canada will be making its latest interest rate decision Wednesday, with the likelihood of a hold-steady… https://t.co/IESMajCvqK",Canada
1082407834535505921,2019-01-07 22:45:12,"Mark your calendar! The second annual Data VizArt Student Challenge presented by Tableau, CIBC and Deloitte has ope… https://t.co/luaDVElExD","Waterloo, Ontario, Canada"
1082407651294748672,2019-01-07 22:44:28,"RT @AgOntario: Thanks to our many sponsors: Ainley Group, @BMO, Cathie Hunt, CPA, Conestogo Agri-Systems, @Holmesagro, National Bank of Can…",Central Ontario
1082407070383648768,2019-01-07 22:42:10,"Thanks to our many sponsors: Ainley Group, @BMO, Cathie Hunt, CPA, Conestogo Agri-Systems, @Holmesagro, National Ba… https://t.co/2hEdlVHJHO","Ontario, Canada"
1082405993756180482,2019-01-07 22:37:53,"@failb8 Hi Jake! Our no fee daily banking refers to no monthly fees with no minimum balance, unlimited debit purcha… https://t.co/QJLUSksSbz",Canada
1082404217514450944,2019-01-07 22:30:50,@BMO hey why exactly have i been on hold for 45 minutes because my password won't work on your online banking? For… https://t.co/JBZoPn98h7,Canadian tire probably
1082400984188502016,2019-01-07 22:17:59,@FaridaSomjee Hi Farida! I can confirm the Banking Centre Leader has attempted to reach out to you to discuss this… https://t.co/Fk4kzHIWQ9,Canada
1082400811446140928,2019-01-07 22:17:18,"@ki5e4 Thanks for your feedback, Maria! We appreciate you taking the time to show love to our penguins. Have a great day! ^Rahul",Canada
1082400254794838018,2019-01-07 22:15:05,BoC's first policy rate announcement of the year is scheduled for Wednesday. Will Interest rates rise? Unlikely thi… https://t.co/QEgwDLIzci,"Vancouver, British Columbia"
1082399051310686215,2019-01-07 22:10:18,Such a great idea. @cibc activates their partnership with @TorontoPearson and @OHLHockey with bubble hockey at bagg… https://t.co/1N8NWkwl6G,"Toronto, Canada"
1082396930913779712,2019-01-07 22:01:52,@cibc man I love the CIBC penguins,"Ontario, Canada"
1082396644266647557,2019-01-07 22:00:44,"Don't miss #CIBC, #LinkedIn, and #Google at their #UWaterloo info sessions tomorrow! Register here: https://t.co/gLIpqJCneg","TC, University of Waterloo"
1082395307995000834,2019-01-07 21:55:26,RT @LeftyTrading: THUUUR SHE GOES! $APHA ANON and CIBC!! 👌🏾 https://t.co/41gH8CKf1c,"Toronto, Ontario"
1082394419771232256,2019-01-07 21:51:54,RT @VibrantCalgary: Canadians say paying down debt is their top financial priority in 2019: CIBC Poll #poverty #debt #finances  https://t.c…,"Calgary, Alberta"
1082394252636676097,2019-01-07 21:51:14,"@cibc Here we go again. One teller at the bank. Like I say, no matter what time. #cibc #cibcportcoquitlam #portcoquitlam","Vancouver, Canada"
1082392470502211585,2019-01-07 21:44:09,😂 https://t.co/obI2E00meF,"Toronto, Ontario"
1082392358480576513,2019-01-07 21:43:42,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/9x37t5cwly","Woodstock, Ontario"
1082391424384057344,2019-01-07 21:40:00,"RT @MarcGuiraud: L'Oréal, la Chambre des métiers du 78, Orangina, la Fédération Nationale des CIBC, Kuehne + Nagel (un leader mondial du tr…",Rouen
1082389904603066369,2019-01-07 21:33:57,When cibc blesses u with $300 https://t.co/Ag8VbaFv3K,Toronto
1082389295388717057,2019-01-07 21:31:32,Canadians say paying down debt is their top financial priority in 2019: CIBC Poll #poverty #debt #finances  https://t.co/VjNalaLp6G,Calgary
1082388918484504576,2019-01-07 21:30:02,"@Erika_Lee_ Hi again, Erike! Just following up to see if you were able to reach us by phone? If not, would you mind… https://t.co/8rOpXPtZml",Canada
1082386296377495553,2019-01-07 21:19:37,"RT @Canadiancharte2: With home sales falling and prices still high, the housing market is far from stabilizing, says CIBC deputy chief econ…",
1082385805589377024,2019-01-07 21:17:40,"With home sales falling and prices still high, the housing market is far from stabilizing, says CIBC deputy chief e… https://t.co/lsrfmtspE7","Toronto, Ontario"
1082381230853836801,2019-01-07 20:59:29,RT @SpecInCanada: Reminder that Specialisterne is recruiting for roles with CIBC! Do you identify as someone on the #autism spectrum or wit…,Bedford
1082381160918011904,2019-01-07 20:59:13,RT @SpecInCanada: Reminder that Specialisterne is recruiting for roles with CIBC! Do you identify as someone on the #autism spectrum or wit…,
1082379794229153793,2019-01-07 20:53:47,RT @LeftyTrading: THUUUR SHE GOES! $APHA ANON and CIBC!! 👌🏾 https://t.co/41gH8CKf1c,
1082379372294750213,2019-01-07 20:52:06,@aworldtraveler_ @CIBC_FCIB Over to you!,Canada
1082378101886205952,2019-01-07 20:47:03,THUUUR SHE GOES! $APHA ANON and CIBC!! 👌🏾 https://t.co/41gH8CKf1c,"Vaughan, Ontario"
1082377794846224384,2019-01-07 20:45:50,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/ct3SOcvMwT,Canada
1082376867506737153,2019-01-07 20:42:09,@King_Deem Everyone said CIBC was the wave too 😪,
1082376150020632577,2019-01-07 20:39:18,RT @LJKawa: Very very good stuff from CIBC's Ian Pollick on the implications of the shift in the carry curve in Canadaland https://t.co/67I…,"ÜT: 43.6508659,-79.380442"
1082375727083909122,2019-01-07 20:37:37,Very very good stuff from CIBC's Ian Pollick on the implications of the shift in the carry curve in Canadaland https://t.co/67IyTLmccd,646.698.3432
1082374855692075008,2019-01-07 20:34:09,"#RT @exclusiverh: RT @MarcGuiraud: L'Oréal, la Chambre des métiers du 78, Orangina, la Fédération Nationale des CIB… https://t.co/LARgP2rPHK",Paris
1082374238764437505,2019-01-07 20:31:42,"@clearlyTHUYDOAN Hi again, Thuy! There is a fee for processing a Stop Payment online yourself, I would honestly sug… https://t.co/tm01kM5cST",Canada
1082374166223958016,2019-01-07 20:31:25,Bahamian banks hate me. I am convinced. After ALLLLLLL the depositing issue I had with Commonwealth I decided to de… https://t.co/ub5F8zgLme,
1082373108642791429,2019-01-07 20:27:13,Cibc Asset Management Has Decreased Its Stake in Suncor Energy New $SU by $12.54 Million as Share Price Declined; S… https://t.co/h8HQTG8TTc,
1082372317773266945,2019-01-07 20:24:04,RT @le_labo_CIBC: On commence bien l'année au @le_labo_CIBC. Réflexion sur les outils pédagogiques destinés à l' #AFEST avec Hubert et Cath…,Normandie
1082372305412608002,2019-01-07 20:24:01,"A CIBC study found that #retirement planning is a low priority for Canadians in 2019
https://t.co/ubSf3JcSwg
via… https://t.co/pzQxsSvuzQ","Alberta, Canada"
1082368167429705729,2019-01-07 20:07:35,Just hid the @cibc ads on Twitter because those penguins are creepy af.,"Toronto, Canada"
1082367739514171392,2019-01-07 20:05:53,"Enen in the scariest neighborhood
In Vancouver the service is 100 %
Hats off to your downtown Main St. Branch💕💕💕
Wh… https://t.co/hSmdEGk5zZ",Vancouver Canada 
1082367478880223235,2019-01-07 20:04:51,RT @le_labo_CIBC: On commence bien l'année au @le_labo_CIBC. Réflexion sur les outils pédagogiques destinés à l' #AFEST avec Hubert et Cath…,
1082367122137702401,2019-01-07 20:03:25,A new CIBC poll finds paying down debt is the number 1 financial priority for Canadians heading into 2019; the nint… https://t.co/WFDCD8mju7,
1082366872866168832,2019-01-07 20:02:26,"@DebbieHellion Thank you, Debbie! We strive for customer satisfaction and it's great to read such positive feedback… https://t.co/WFR3YqaOey",Canada
1082366533467291655,2019-01-07 20:01:05,Is this your first time applying for a credit card? CIBC FirstCaribbean's Cash Back Visa credit card is the smart c… https://t.co/bhahWu0G6Q,Barbados
1082366528245383173,2019-01-07 20:01:04,Is this your first time applying for a credit card? CIBC FirstCaribbean's Cash Back Visa credit card is the smart c… https://t.co/NcIkGBSLVS,Jamaica
1082363040966889478,2019-01-07 19:47:12,"Those friggin Pangwang commercials, ugh! https://t.co/6by04WwthJ",C.B.S
1082361002912559105,2019-01-07 19:39:07,"Hi, this is Rachana, I study in finance. I am currently working at Cibc. I love dancing and I'm a social media addi… https://t.co/3Qc1ivgFob",
1082360558832242688,2019-01-07 19:37:21,Skyworks Solutions’ $SWKS Market Perform Rating Reaffirmed at CIBC https://t.co/m35kmuGr8I #stocks,"Sioux Falls, SD"
1082359378529976321,2019-01-07 19:32:39,"@cibc It is for a TFSA (stop) and it's more than 5 days away. When I go to Customer Services online, what should I… https://t.co/51levlXMJt","Toronto, Ontario"
1082359351795376128,2019-01-07 19:32:33,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/KJPeTPi83w,
1082358247858884608,2019-01-07 19:28:10,"Man arrested two hours after allegedly robbing Nanaimo bank

CIBC bank downtown robbed Saturday; 41-year-old arrest… https://t.co/yurpG5u7kh","Nanaimo, British Columbia"
1082357684169555970,2019-01-07 19:25:55,#Hamilton is in #Chicago! Have you seen the play everyone has been talking about? Here's your chance! Don't miss yo… https://t.co/Ezi89WoSJp,
1082356914053238784,2019-01-07 19:22:52,"If more Companies gave
Good old fashion 😀
100 percent customer satisfaction
Like I have had for 13 years 💕💕💕
They a… https://t.co/blsI97W1nh",Vancouver Canada 
1082356601993023490,2019-01-07 19:21:37,Skyworks Solutions $SWKS Rating Reiterated by CIBC https://t.co/Yk6v1zgP9F,Virginia
1082356390461652992,2019-01-07 19:20:47,Skyworks Solutions $SWKS Rating Reiterated by CIBC https://t.co/NXEh4P6JaZ,
1082355683671097345,2019-01-07 19:17:58,Brunswick $BC Shareholder Cibc World Markets Has Decreased Its Stake as Share Price Declined; Hd Supply Holdings… https://t.co/iq4SB6WEpU,
1082355175627489280,2019-01-07 19:15:57,Skyworks Solutions Inc  Downgrade by CIBC Oppenheimer (Ranked 58th) to Perform $SWKS #SWKS https://t.co/BQ2rN4QMz6,
1082355056131756032,2019-01-07 19:15:29,"Canadians are most concerned about rising inflation, the loonie’s weakness and higher interest rates, according to… https://t.co/FgokQ58kMK","Oshawa, Ontario"
1082354633111007233,2019-01-07 19:13:48,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/ei4HuvjhjV","Oshawa, Ontario"
1082354125868650496,2019-01-07 19:11:47,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/QMAFBcgQUZ,"Edmonton, Alberta"
1082353076768403456,2019-01-07 19:07:37,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/fMBoXMbfL8,"Winnipeg, Manitoba"
1082351323620786178,2019-01-07 19:00:39,Is this your first time applying for a credit card? CIBC FirstCaribbean's Cash Back Visa credit card is the smart c… https://t.co/B8Lrbt1IRT,The Caribbean
1082351310429736961,2019-01-07 19:00:36,Is this your first time applying for a credit card? CIBC FirstCaribbean's Cash Back Visa credit card is the smart c… https://t.co/nfREvBH7ho,Bahamas
1082350205423341568,2019-01-07 18:56:12,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/Z6JVtmIBxi,"Toronto, Ontario"
1082350194337955841,2019-01-07 18:56:10,Paying down debt is the #1 goal for Canadians says a new CIBC poll. That marks the ninth straight year in which deb… https://t.co/6iRhz7jjwa,Abbotsford
1082350174754623488,2019-01-07 18:56:05,Paying down debt is the #1 goal for Canadians says a new CIBC poll. That marks the ninth straight year in which deb… https://t.co/fRkKfPsFd0,Abbotsford
1082348045163851776,2019-01-07 18:47:37,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/UebfD9lCTe,"Penticton, British Columbia"
1082347483508789249,2019-01-07 18:45:23,RT @SpecInCanada: Reminder that Specialisterne is recruiting for roles with CIBC! Do you identify as someone on the #autism spectrum or wit…,North Vancouver
1082347480359018497,2019-01-07 18:45:23,"RT @MarcGuiraud: L'Oréal, la Chambre des métiers du 78, Orangina, la Fédération Nationale des CIBC, Kuehne + Nagel (un leader mondial du tr…",Paris
1082346992422969344,2019-01-07 18:43:26,"The Bank of Canada will be making its latest interest rate decision Wednesday, with the likelihood of a hold-steady… https://t.co/LxESttQpDt","Parksville, British Columbia"
1082346518244249601,2019-01-07 18:41:33,RT @EARN_Ottawa: Congratulations to everyone recognized as a #topemployer in #Canada! We are proud to have many of these top organizations…,"Ottawa, ON."
1082345227682074629,2019-01-07 18:36:25,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/hWWtO9C0cf,
1082341583008059392,2019-01-07 18:21:56,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/CvVOG1ixTV,Toronto
1082341344301871104,2019-01-07 18:21:00,Whoa. Yea. Noted. 100% will go one day. https://t.co/faU40u6Zvv,THE DOT 
1082340128763260928,2019-01-07 18:16:10,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/PlbuQHrJBN,"Cambridge, Ontario, Canada"
1082339464863760386,2019-01-07 18:13:31,"RT @UraniumSir: For anyone wanting to see manipulation first hand, check out the trading that just occurred on $UEX.  Consecutive 500 share…","Dayton, TX"
1082334688696426498,2019-01-07 17:54:33,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/yV7iHBJSh6,Ottawa Canada
1082334095936577536,2019-01-07 17:52:11,"Pay down debt is biggest concern of Canadians, says CIBC poll https://t.co/rcD3hdUumx","Calgary, Alberta in Canada."
1082330075952041986,2019-01-07 17:36:13,"@lkeesick On the mobile app, you will select '&gt;' and select 'Use a New Card.' You will then enter the new debit car… https://t.co/DivnQIDavb",Canada
1082327318037639168,2019-01-07 17:25:15,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/yLuZZ0kCgT,"Mississauga, Ontario  "
1082325537668788224,2019-01-07 17:18:11,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/RUqqmtujs0,"Victoria, BC"
